Gen/Hour,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
WindFarmAt1,25.775,20.428,22.109,30.129,22.757,33.417,20.254,43.938,30.767,36.422,23.979,43.966,34.381,33.045,39.338,25.605,46.544,26.514,40.825,40.222,42.292,16.382,25.479,18.625
WindFarmAt4,32.376,21.623,34.732,19.131,31.648,41.111,29.267,25.309,31.057,29.196,21.862,29.622,41.259,49.119,39.193,46.773,64.609,41.98,34.148,20.079,23.389,22.096,19.042,17.364
WindFarmAt5,34.232,43.652,31.636,21.091,38.795,27.175,32.568,33.535,33.464,36.572,47.402,32.482,47.749,30.394,23.56,50.039,23.022,51.582,28.81,40.057,42.735,51.101,27.095,37.115
WindFarmAt7,30.355,26.718,29.06,23.18,26.239,20.317,33.4,29.746,33.834,25.06,32.961,40.164,55.732,35.114,56.492,36.006,40.007,44.979,38.672,39.93,39.731,13.731,22.067,25.82
WindFarmAt8,38.279,27.075,29.54,34.513,25.425,26.124,31.838,23.302,31.98,25.097,38.668,27.403,56.459,38.811,40.942,29.604,43.894,30.414,21.684,19.227,38.762,35.514,31.48,16.055
WindFarmAt11,35.653,32.632,27.59,19.065,34.421,32.105,25.5,23.044,35.051,34.643,41.479,43.561,60.46,65.82,28.063,40.322,47.591,36.466,55.017,35.214,28.054,34.888,17.626,33.11
WindFarmAt12,25.184,26.976,23.692,36.265,36.439,28.463,24.696,29.601,21.972,24.041,34.656,29.909,36.677,28.246,36.545,27.965,37.593,51.352,38.014,29.732,20.99,28.279,31.864,33.023
WindFarmAt14,36.711,28.562,26.655,28.97,30.778,19.079,24.761,25.284,32.561,29.922,36.8,34.81,47.014,29.934,48.354,44.556,43.947,37.087,30.769,36.159,34.79,35.433,41.922,29.082
WindFarmAt15,33.032,34.443,28.206,25.543,21.08,29.35,30.726,29.579,17.091,51.249,35.86,20.628,30.256,27.508,32.582,40.274,50.648,41.131,44.629,23.135,35.296,48.284,31.857,36.483
WindFarmAt21,36.061,31.371,29.169,25.245,29.264,23.462,16.78,31.351,43.329,40.002,11.818,36.191,30.149,38.76,49.387,39.174,46.103,41.869,20.367,36.612,37.055,50.894,30.147,14.66
WindFarmAt25,31.197,28.408,29.724,22.216,22.18,30.978,33.572,37.338,32.867,35.71,21.911,45.618,25.211,51.369,50.271,38.753,39.685,31.792,34.22,38.891,35.764,37.166,32.107,30.238
WindFarmAt28,30.013,35.881,33.314,27.891,28.72,25.91,21.744,23.963,37.303,45.618,30.118,26.454,37.896,42.435,58.418,36.09,36.984,41.258,60.96,43.028,17.468,35.285,47.652,30.257
WindFarmAt31,32.933,33.022,27.064,33.809,36.535,36.404,29.817,33.087,38.943,37.933,38.918,55.951,34.046,55.537,39.917,40.93,32.402,31.123,26.024,42.732,27.652,40.477,30.67,34.858
WindFarmAt32,29.585,36.135,29.592,19.554,28.797,40.163,37.067,23.226,26.065,37.698,22.006,36.441,43.0,43.957,24.409,25.29,39.718,40.181,39.238,42.714,35.605,30.023,21.157,42.363
WindFarmAt70,24.998,30.725,31.833,31.676,35.244,29.867,32.779,25.596,22.945,29.828,33.589,43.618,26.461,61.097,44.026,46.561,40.204,51.502,31.068,34.046,41.544,38.435,29.194,32.105
WindFarmAt72,32.589,25.605,21.549,32.235,29.399,28.149,28.189,39.213,21.118,28.695,28.141,39.129,37.314,15.597,16.636,52.598,47.083,28.072,41.203,26.559,54.967,31.882,10.159,34.676
WindFarmAt74,39.661,29.43,15.86,32.081,33.204,32.212,38.299,42.513,29.029,19.391,35.187,29.906,45.965,19.215,27.094,32.766,29.879,64.533,27.745,26.187,46.705,23.208,17.248,38.153
WindFarmAt113,34.543,23.419,19.401,26.464,26.246,33.207,38.804,40.451,20.997,23.084,36.25,43.874,35.556,39.732,49.68,49.728,41.202,36.776,40.684,34.515,39.621,44.331,20.412,26.863
WindFarmAt114,27.734,29.313,22.904,20.827,24.309,30.908,36.338,32.212,27.523,24.812,14.717,28.907,41.685,40.315,41.5,49.363,57.2,39.381,38.146,33.01,59.171,32.38,23.497,22.862
WindFarmAt117,24.691,24.394,37.308,27.913,27.544,36.27,25.043,34.461,38.882,23.836,41.677,35.894,34.996,40.387,45.566,42.127,39.692,16.179,46.239,38.489,16.633,0.0,27.303,23.605
WindFarmAt37,30.945,27.434,32.425,25.247,21.744,27.058,17.772,31.749,31.594,37.167,34.326,32.577,36.24,58.223,41.455,51.764,48.205,47.654,62.415,29.575,8.553,47.375,35.643,28.653
WindFarmAt39,35.143,29.11,26.511,21.825,34.623,25.514,32.8,32.118,35.071,48.429,31.147,27.536,43.21,49.487,42.681,25.221,60.305,15.57,42.122,42.342,31.545,32.462,35.52,28.432
