Gen/Hour,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
WindFarmAt1,33.094,29.725,40.23,24.072,26.51,27.095,17.925,20.889,29.445,28.991,41.267,36.097,21.766,52.635,49.361,40.989,47.775,34.221,36.076,49.189,37.382,41.715,52.548,17.639
WindFarmAt4,46.819,30.543,19.879,21.615,24.011,31.045,35.85,36.139,37.435,34.136,25.904,27.474,26.564,41.125,45.007,41.808,29.173,32.335,33.015,44.455,26.294,47.635,24.224,16.289
WindFarmAt5,34.024,28.04,30.333,32.637,37.833,35.496,29.158,31.47,32.988,35.394,35.934,50.906,26.985,32.484,21.346,41.927,35.579,41.819,33.007,38.015,34.791,17.966,42.692,41.66
WindFarmAt7,40.912,33.195,29.813,27.081,23.964,29.172,33.991,25.464,31.439,25.437,38.27,44.769,22.952,28.778,43.277,49.582,58.395,40.25,30.079,26.123,28.264,37.709,41.999,38.047
WindFarmAt8,31.865,30.282,36.763,33.996,32.28,36.61,32.567,33.651,32.908,48.377,13.649,39.31,33.85,49.395,36.809,55.141,65.236,50.858,53.86,26.813,48.582,50.249,39.444,30.425
WindFarmAt11,36.355,36.602,29.644,24.837,31.019,26.174,32.801,19.837,32.548,22.1,32.375,39.69,38.923,59.429,32.124,39.388,54.803,39.459,26.357,32.411,50.406,37.893,52.523,18.194
WindFarmAt12,36.678,36.027,30.539,30.76,24.525,28.123,22.201,28.884,25.385,25.523,29.452,53.916,19.132,39.475,44.143,35.814,32.586,35.639,54.668,33.481,43.028,21.483,18.94,37.32
WindFarmAt14,38.72,28.598,33.273,34.616,27.77,38.512,22.266,32.556,37.053,32.577,24.784,22.598,39.521,36.306,38.929,43.215,74.477,52.999,30.179,51.624,31.189,45.76,36.077,52.25
WindFarmAt15,28.047,30.644,25.916,26.931,28.652,32.382,24.77,23.742,32.686,32.858,41.989,50.5,22.341,50.631,39.585,34.955,45.442,50.902,34.876,43.435,34.112,49.716,34.098,34.647
WindFarmAt21,36.1,24.183,30.349,20.604,24.711,30.066,30.3,33.254,31.937,35.306,38.239,25.083,36.36,43.026,43.084,43.107,59.253,47.161,52.042,25.573,52.127,38.883,14.007,39.047
WindFarmAt25,34.543,32.766,26.637,23.733,21.358,35.713,40.637,33.996,39.464,24.831,39.216,38.89,43.12,23.009,29.312,43.953,34.63,44.674,42.787,38.722,21.818,26.995,48.219,23.815
WindFarmAt28,32.907,23.497,30.625,24.598,26.145,30.042,17.343,28.11,43.962,32.347,34.203,27.243,29.834,17.661,43.231,43.906,58.725,8.472,17.929,35.802,38.889,29.237,16.366,32.757
WindFarmAt31,26.284,35.201,27.763,26.075,26.278,22.237,15.42,25.694,28.105,34.212,26.807,30.535,35.328,30.119,56.85,55.926,45.728,37.66,34.549,25.203,27.991,44.169,24.164,43.335
WindFarmAt32,24.024,26.375,26.788,32.104,39.834,33.031,31.721,32.311,30.356,30.06,25.952,30.465,31.69,25.699,33.457,35.655,41.733,54.672,19.986,25.432,54.517,25.399,29.677,29.463
WindFarmAt70,23.745,28.587,17.13,21.854,23.319,19.117,26.346,24.652,35.788,32.287,25.93,29.996,38.221,53.931,42.51,58.149,44.592,65.144,24.92,33.989,39.724,35.1,21.902,26.39
WindFarmAt72,23.492,35.031,30.071,35.128,30.082,38.07,34.037,31.699,28.472,27.63,29.542,17.946,39.375,62.799,36.86,36.257,43.247,26.344,48.873,35.319,39.608,30.493,39.304,40.215
WindFarmAt74,36.164,28.986,19.493,32.513,16.868,24.649,26.412,31.188,22.352,32.556,31.176,30.483,27.077,24.782,39.717,57.539,36.159,64.491,39.484,32.302,22.955,26.773,32.164,45.277
WindFarmAt113,34.465,28.86,24.794,31.623,30.992,26.095,37.835,31.171,32.335,38.214,32.521,53.175,46.354,48.253,50.628,52.486,38.173,35.044,24.932,19.446,66.259,45.254,34.395,34.541
WindFarmAt114,40.504,26.255,24.825,27.66,25.796,26.94,25.771,33.398,35.645,36.351,43.115,38.799,49.487,45.359,46.19,31.798,45.413,21.307,51.18,34.057,55.235,19.252,49.656,19.83
