Gen/Hour,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
WindFarmAt1,30.42,29.132,37.493,20.027,22.583,31.648,34.897,28.075,28.964,35.035,26.352,31.699,29.453,49.275,44.446,24.205,48.448,41.469,17.591,22.062,34.607,21.549,14.27,23.834
WindFarmAt4,41.047,27.747,27.708,24.998,32.135,24.857,39.624,31.578,23.164,33.95,35.236,45.391,56.981,38.943,41.746,43.772,35.198,44.332,32.391,34.691,34.633,32.582,12.756,22.149
WindFarmAt5,35.206,35.796,32.245,23.103,24.06,33.873,27.587,19.615,33.927,34.253,28.12,31.953,33.3,33.072,59.628,54.431,30.587,51.118,39.245,24.763,36.89,41.46,44.48,25.631
WindFarmAt7,29.611,34.13,34.76,33.516,25.572,31.322,34.414,26.5,23.019,27.608,38.817,23.221,34.672,35.542,46.184,60.044,30.193,48.929,44.301,33.766,38.948,27.884,20.751,29.9
WindFarmAt8,42.375,30.559,28.424,28.224,22.669,33.473,14.872,19.615,29.661,35.619,39.722,39.6,42.231,40.935,48.714,43.855,46.352,29.542,25.293,23.5,30.637,24.212,38.021,33.852
WindFarmAt11,31.564,28.049,28.3,36.634,22.828,39.063,22.413,38.559,34.197,36.67,28.242,30.869,56.116,50.792,51.43,32.614,65.236,44.798,35.197,24.365,40.429,27.074,34.879,28.83
WindFarmAt12,34.27,31.213,19.679,23.497,26.438,24.711,23.816,24.226,32.831,28.318,26.481,31.436,44.088,23.078,33.528,32.576,47.033,31.856,33.746,37.344,33.591,37.375,49.673,31.872
WindFarmAt14,36.264,34.116,21.303,34.906,29.433,21.325,19.543,31.68,25.869,36.155,33.577,39.576,36.196,50.678,54.415,60.769,47.383,56.144,34.014,8.551,23.587,55.708,36.254,28.213
WindFarmAt15,29.644,38.045,23.99,29.826,33.08,29.923,36.67,29.08,32.965,25.582,39.733,35.123,32.985,46.69,43.652,24.621,40.708,38.487,47.516,26.563,24.765,32.602,43.126,34.219
WindFarmAt21,25.436,26.436,26.232,25.112,21.618,24.251,41.555,33.889,39.576,34.988,30.586,36.284,40.781,25.985,41.514,41.22,45.784,14.421,17.575,60.069,42.399,42.23,39.747,31.816
