Gen/Hour,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
WindFarmAt1,29.936,25.063,21.583,28.236,26.32,30.249,29.413,47.783,28.24,36.397,17.622,25.868,35.246,46.392,27.98,47.776,44.111,32.662,39.791,22.768,53.565,44.863,24.062,24.331
WindFarmAt4,29.891,30.615,28.49,21.547,33.638,27.584,25.109,29.266,27.582,36.47,23.951,17.556,33.879,51.31,40.429,26.535,38.969,33.038,43.568,32.403,41.439,28.153,32.812,18.173
WindFarmAt5,31.54,34.018,32.826,31.171,25.406,34.341,29.455,20.91,39.822,38.125,31.641,51.313,39.504,36.861,36.436,46.16,49.08,43.974,20.266,46.314,37.492,13.495,24.616,18.635
WindFarmAt7,34.008,30.824,30.453,26.461,32.502,23.369,33.604,33.747,33.422,26.346,34.145,19.585,46.702,45.905,41.436,57.843,58.087,14.872,32.035,46.864,43.94,28.683,12.433,33.217
WindFarmAt8,31.502,23.159,32.954,34.964,36.622,34.572,31.439,35.028,27.056,42.524,34.564,45.639,44.43,42.818,39.491,32.436,36.396,48.609,48.51,27.117,39.293,54.647,19.411,39.083
WindFarmAt11,33.35,32.657,29.424,32.722,25.161,23.268,29.527,26.132,39.5,29.224,29.226,31.029,47.602,27.692,26.181,26.859,25.27,56.92,62.473,30.297,22.522,37.739,32.72,20.224
WindFarmAt12,31.308,29.587,17.698,19.331,39.686,27.011,24.071,18.664,37.9,30.394,33.285,30.544,35.49,42.02,42.576,50.566,46.487,35.72,51.89,28.459,53.633,34.4,37.047,46.901
WindFarmAt14,24.908,37.684,33.213,39.614,29.047,24.067,25.65,30.292,26.248,40.548,31.817,34.493,37.102,40.958,52.798,55.475,57.278,60.478,41.744,33.136,48.157,23.647,23.714,47.158
WindFarmAt15,30.895,24.366,22.401,31.783,30.435,20.273,24.076,20.999,30.045,41.433,26.078,41.848,41.226,42.193,42.866,58.955,60.172,46.99,42.855,54.431,27.4,18.576,28.771,11.077
WindFarmAt21,30.441,23.915,28.706,30.973,22.84,31.325,38.934,33.209,27.626,22.315,41.926,35.388,37.051,30.151,48.199,45.596,47.524,34.126,42.686,28.687,29.457,33.275,19.073,33.882
WindFarmAt25,32.871,23.182,13.312,28.236,18.026,31.069,20.696,43.011,28.722,22.012,30.052,29.42,31.939,23.641,46.06,48.058,34.422,58.019,38.506,53.748,36.389,33.791,23.75,14.493
WindFarmAt28,27.544,30.09,20.972,28.298,40.029,24.361,29.72,16.324,29.312,25.564,37.347,43.396,33.19,44.37,23.401,40.931,30.755,44.006,55.667,48.232,41.011,48.541,38.969,34.082
WindFarmAt31,32.998,36.459,29.588,32.895,33.338,27.356,22.168,36.68,39.221,36.021,37.796,48.779,44.98,31.155,43.677,34.425,38.058,56.687,34.689,35.87,47.158,41.46,42.558,23.762
WindFarmAt32,21.019,26.351,26.438,42.164,34.02,30.891,25.994,29.038,33.363,33.686,29.857,28.567,37.974,42.533,51.357,34.926,50.071,53.951,53.916,39.431,43.359,43.515,34.594,28.56
WindFarmAt70,39.108,22.393,27.327,25.522,25.975,32.039,32.998,27.867,34.024,35.393,45.153,31.621,32.13,38.15,52.649,58.898,41.408,45.505,42.065,31.626,49.506,42.903,41.186,35.832
WindFarmAt72,27.947,24.714,28.259,25.186,33.252,38.318,36.89,26.812,38.949,28.031,27.301,26.896,55.607,29.268,43.608,57.231,46.503,49.502,27.931,30.048,30.165,39.242,23.882,21.984
WindFarmAt74,30.138,23.245,29.213,34.391,28.362,39.647,30.349,21.524,38.761,26.334,29.087,43.021,26.342,26.497,33.079,44.066,46.379,38.492,27.737,42.706,45.856,44.524,27.941,40.845
WindFarmAt113,27.85,30.426,29.974,25.337,34.905,24.69,28.228,33.764,42.746,17.058,31.387,38.445,25.256,22.169,46.645,23.141,42.869,45.595,34.635,23.369,47.187,42.628,27.828,52.672
WindFarmAt114,30.642,25.144,19.482,27.423,26.685,30.659,38.993,38.388,29.251,22.152,39.036,36.825,38.712,37.807,37.516,36.099,83.504,45.42,36.673,34.698,41.557,42.84,32.944,12.991
WindFarmAt117,27.984,29.106,30.862,20.663,21.945,36.829,30.982,49.323,26.524,30.272,32.205,32.961,42.051,54.439,39.853,44.873,35.243,60.549,33.47,47.727,50.152,52.539,20.44,19.375
WindFarmAt37,43.554,23.509,30.301,33.354,26.867,23.286,31.908,35.369,23.716,30.178,34.178,36.457,41.735,17.865,47.195,19.59,51.949,42.585,36.798,34.432,35.696,28.855,41.278,21.229
WindFarmAt39,29.541,27.006,26.074,31.692,30.795,30.906,27.707,36.623,27.989,23.799,37.958,29.938,53.576,33.704,46.939,32.434,25.242,72.833,38.67,34.117,22.233,41.863,37.492,16.886
WindFarmAt43,36.351,29.966,33.708,31.688,26.438,30.545,35.654,35.262,24.011,24.829,39.51,32.078,35.701,43.966,50.169,37.729,38.443,41.4,45.099,36.238,51.541,30.171,23.633,37.53
WindFarmAt45,36.526,34.607,33.011,28.218,37.936,23.706,35.999,24.619,22.237,35.81,41.533,40.641,37.273,36.786,42.439,35.514,53.697,16.905,43.428,31.522,41.602,22.376,26.59,22.601
