Gen/Hour,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
WindFarmAt1,32.534,33.91,31.003,16.704,28.617,30.655,29.572,27.878,17.541,31.562,34.358,31.612,46.711,30.792,57.141,33.578,62.256,29.545,33.025,39.703,45.213,24.652,40.294,36.797
WindFarmAt4,32.028,19.867,28.042,31.558,32.21,16.983,29.775,29.501,35.541,36.062,23.096,24.927,30.631,37.424,41.01,28.437,57.37,38.473,63.675,38.868,19.63,52.425,34.606,23.028
WindFarmAt5,28.966,30.601,20.239,23.361,30.999,43.559,30.21,30.81,29.626,22.821,32.447,33.118,34.689,29.722,43.665,36.619,58.705,50.75,37.073,35.896,31.921,23.313,27.695,25.447
WindFarmAt7,35.249,37.563,34.977,21.617,35.394,27.962,42.91,27.152,29.145,24.093,38.585,25.414,48.506,36.489,21.611,38.766,52.048,59.584,30.899,40.408,24.075,28.783,34.112,11.087
WindFarmAt8,34.096,25.929,30.782,26.534,28.433,28.434,27.055,20.546,29.901,40.067,42.443,43.947,30.465,56.698,40.069,38.787,47.681,42.888,37.24,43.753,48.246,38.918,28.111,24.248
WindFarmAt11,34.428,25.785,28.269,28.465,21.618,31.687,25.021,39.452,25.116,25.612,34.819,35.35,24.033,32.293,52.215,32.445,68.108,55.728,37.602,45.834,22.29,47.23,31.622,39.968
WindFarmAt12,34.368,33.263,33.532,26.983,24.463,24.169,20.987,37.871,34.541,25.834,36.988,28.028,36.207,55.614,33.793,33.747,64.893,33.385,28.722,33.979,37.209,25.098,25.734,17.697
WindFarmAt14,33.879,20.529,19.396,35.437,20.771,33.23,32.334,26.858,35.322,24.232,36.978,29.352,37.092,31.481,40.008,47.623,43.387,17.755,24.419,29.855,30.712,42.843,50.353,25.083
WindFarmAt15,25.437,23.224,33.487,21.289,27.631,30.53,28.936,32.473,21.631,28.956,41.156,31.649,44.759,60.132,51.146,54.906,49.932,42.151,34.553,38.784,31.676,27.399,32.707,34.706
WindFarmAt21,31.315,15.905,26.908,33.696,29.698,31.019,21.085,26.158,24.712,45.404,31.697,34.421,40.483,41.459,39.612,31.707,42.646,59.004,41.258,28.945,47.574,16.528,26.627,30.086
WindFarmAt25,27.33,24.134,26.33,30.291,34.894,25.025,28.03,28.745,30.46,26.448,28.969,34.304,48.802,35.305,42.044,64.807,52.204,50.563,48.531,35.911,30.472,39.547,30.627,44.789
WindFarmAt28,30.239,26.073,28.857,30.804,32.067,29.774,21.885,27.667,37.985,35.27,33.071,27.416,42.938,32.199,27.261,49.939,58.117,45.269,41.327,35.928,45.27,33.177,22.064,19.104
WindFarmAt31,29.201,29.126,25.223,28.656,32.839,29.137,30.011,30.815,38.387,19.62,33.014,35.577,29.399,34.524,27.197,38.453,30.033,46.468,31.823,44.074,26.617,30.576,39.237,59.232
WindFarmAt32,31.265,21.434,24.273,24.512,30.649,23.857,37.917,29.944,22.39,40.936,24.805,36.998,45.942,36.472,43.356,35.145,33.481,73.248,32.277,41.448,34.712,25.318,31.337,14.773
WindFarmAt70,31.626,30.945,25.95,27.267,30.023,32.879,30.686,31.735,48.167,23.916,30.851,29.95,45.4,45.317,38.546,34.03,37.078,49.547,33.71,29.356,24.457,32.215,24.579,31.026
WindFarmAt72,31.0,18.019,26.453,23.783,36.053,26.18,33.957,31.709,31.626,38.693,34.571,42.302,42.273,52.592,48.613,41.607,37.975,40.039,49.164,40.439,36.634,27.283,42.484,42.89
