Gen/Hour,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
WindFarmAt1,23.3,35.38,22.764,22.608,37.853,37.112,24.559,29.762,38.505,26.089,35.08,38.442,57.551,56.314,37.937,56.973,40.004,62.651,33.879,39.012,39.454,48.163,35.307,41.799
WindFarmAt4,32.096,21.741,33.858,33.659,35.856,30.786,24.958,28.057,24.346,22.831,35.915,41.349,28.53,25.254,34.404,52.439,57.72,29.066,40.368,42.039,50.348,52.615,32.324,33.43
WindFarmAt5,35.683,25.719,25.771,30.678,25.629,33.832,24.122,25.133,31.17,24.836,19.575,29.582,49.151,48.443,43.858,44.901,34.629,38.257,46.401,28.734,33.715,46.719,28.836,29.655
WindFarmAt7,36.953,39.248,33.239,33.554,21.383,12.074,35.119,19.695,33.713,28.565,23.501,29.198,43.775,57.045,23.539,44.142,38.352,48.84,47.539,17.624,23.141,43.408,29.669,22.262
WindFarmAt8,32.442,38.128,25.385,28.393,26.033,34.799,25.914,32.326,34.643,21.991,20.578,44.337,26.644,52.286,36.198,48.998,44.066,34.547,47.627,35.383,34.331,28.378,20.516,30.061
WindFarmAt11,27.654,30.105,24.349,41.856,16.939,23.942,31.492,22.472,26.316,32.394,38.0,36.156,37.348,49.877,53.68,36.925,29.019,31.751,29.605,32.374,37.827,37.007,33.843,32.894
WindFarmAt12,42.172,34.194,23.445,28.709,31.865,32.766,26.3,34.223,35.328,27.584,30.892,29.831,39.253,49.485,45.355,57.429,38.841,29.215,45.076,32.602,19.079,29.43,39.204,40.362
WindFarmAt14,26.265,26.249,23.801,28.041,39.077,30.931,30.935,26.744,33.274,30.35,26.231,31.776,35.036,30.111,21.471,55.318,40.716,53.295,43.234,41.86,28.474,41.437,42.604,19.547
WindFarmAt15,24.182,30.256,26.967,23.464,23.735,25.798,32.492,23.079,23.96,30.622,36.522,20.142,30.623,43.346,36.836,29.578,42.205,17.583,34.228,11.612,36.164,23.855,40.853,49.862
WindFarmAt21,26.813,24.07,21.585,25.031,24.396,21.742,37.441,34.218,27.297,35.717,31.594,44.838,35.956,42.057,56.586,26.613,39.322,33.385,46.608,35.699,35.707,51.134,23.415,27.893
