Gen/Hour,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
WindFarmAt1,27.246,29.251,24.835,25.08,38.634,29.398,21.574,23.208,34.879,39.111,26.92,36.566,32.647,36.181,45.324,40.212,51.379,27.325,52.548,40.334,29.056,23.651,27.175,35.645
WindFarmAt4,42.254,30.811,22.341,27.164,32.096,22.085,37.518,25.836,37.803,22.901,27.533,30.34,42.004,49.736,36.758,44.929,42.798,60.757,36.43,26.629,28.242,16.094,22.151,28.891
WindFarmAt5,30.233,22.879,35.503,27.757,28.047,33.873,33.833,20.125,36.427,42.755,44.043,33.432,29.773,35.083,28.913,35.817,56.518,36.902,51.156,42.947,48.405,32.678,37.266,25.568
WindFarmAt7,32.782,27.15,24.829,24.466,24.908,20.174,32.4,39.566,40.219,21.065,31.775,24.892,52.643,49.53,51.749,57.568,68.423,53.447,64.124,51.041,17.15,46.675,43.525,10.628
WindFarmAt8,35.186,28.25,33.521,27.519,22.981,38.298,28.747,17.043,24.666,43.691,38.935,41.839,46.242,36.647,50.096,48.38,47.366,57.264,40.986,41.408,33.839,22.645,20.877,27.492
WindFarmAt11,32.387,19.875,21.593,26.191,29.396,38.812,27.66,26.804,20.085,30.873,40.422,32.88,29.633,46.723,30.94,23.996,63.471,37.941,44.876,38.922,23.38,33.922,41.927,53.471
WindFarmAt12,26.662,31.199,28.473,28.63,24.386,35.144,24.367,30.461,36.317,33.962,38.306,31.358,42.89,53.634,46.451,38.405,37.344,33.309,46.88,34.944,31.534,35.266,35.431,27.237
WindFarmAt14,30.076,34.3,26.797,25.856,30.417,27.637,23.645,28.088,18.418,37.968,25.642,21.295,37.535,68.44,46.389,49.144,56.639,45.469,26.836,50.612,50.72,58.108,44.728,45.969
WindFarmAt15,26.132,31.647,25.711,27.861,30.25,20.547,26.514,31.572,23.12,37.068,24.507,34.734,48.597,32.159,46.536,37.537,53.431,54.197,43.592,18.175,39.81,35.138,39.185,38.822
WindFarmAt21,28.903,26.348,30.727,26.254,28.835,22.713,33.285,31.281,31.982,31.457,49.428,43.567,19.139,48.832,32.601,44.191,43.941,51.984,55.736,24.151,38.009,31.82,51.246,13.314
WindFarmAt25,34.2,38.28,31.36,33.566,31.233,32.276,34.707,30.336,33.76,28.424,35.906,46.99,44.164,22.779,33.372,46.833,46.512,65.394,47.827,11.062,37.689,32.395,43.116,9.361
WindFarmAt28,29.901,37.889,28.207,30.086,28.92,25.255,33.802,27.904,37.803,47.638,42.082,25.217,47.102,42.812,33.782,53.563,59.674,30.162,41.915,37.823,61.713,34.017,14.292,27.409
WindFarmAt31,28.48,33.708,29.368,33.678,22.319,32.154,35.105,25.424,33.573,23.467,31.676,32.67,29.725,44.541,28.914,37.347,27.674,32.438,32.654,37.54,44.658,44.127,33.252,21.689
WindFarmAt32,26.882,30.441,19.981,28.063,16.157,30.681,31.019,27.583,26.408,37.162,24.247,37.028,46.766,38.76,51.49,21.819,52.306,45.563,32.484,49.66,53.68,24.364,20.943,31.981
WindFarmAt70,28.086,35.522,21.398,27.895,30.055,40.851,23.729,30.504,33.183,31.92,30.399,36.457,26.305,31.466,37.806,19.93,45.825,46.974,31.103,35.317,47.877,41.25,54.582,28.411
WindFarmAt72,20.554,31.808,27.796,26.623,30.268,35.954,34.542,28.193,29.036,18.309,19.869,32.845,27.146,45.528,32.919,57.618,28.84,43.213,24.443,35.274,37.555,27.123,35.012,28.109
