Gen/Hour,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
WindFarmAt1,29.323,29.395,23.644,26.563,18.759,37.923,32.764,32.443,32.351,33.838,38.723,31.321,30.473,59.112,44.078,20.032,39.996,47.825,38.767,29.732,44.694,21.142,45.557,27.768
WindFarmAt4,42.489,25.612,27.589,28.909,25.965,25.64,36.02,29.678,25.191,23.064,25.096,25.968,29.53,25.89,33.665,38.955,64.809,40.638,34.212,17.391,39.028,35.569,23.994,23.472
WindFarmAt5,32.674,31.249,33.375,31.266,26.333,35.797,17.724,39.504,38.992,35.565,34.443,56.337,30.209,28.867,46.605,38.967,55.933,44.182,55.68,37.528,46.699,34.01,34.896,30.629
WindFarmAt7,39.727,34.662,27.641,22.498,20.212,25.035,30.138,35.664,29.399,31.625,23.535,28.525,30.547,52.371,30.371,60.891,35.095,54.055,26.916,39.073,18.282,52.827,36.265,30.49
WindFarmAt8,28.751,29.163,28.897,31.098,38.323,26.209,20.177,28.665,30.598,34.498,43.992,40.896,40.557,40.966,50.579,37.759,60.229,37.909,66.279,15.545,39.63,56.688,26.094,45.941
WindFarmAt11,34.487,27.076,32.161,30.073,25.239,32.037,37.156,25.388,28.995,28.983,44.885,36.297,38.578,32.711,38.65,38.025,31.797,31.185,5.802,26.155,22.058,29.948,36.634,28.416
WindFarmAt12,40.58,33.287,26.291,37.121,36.665,32.436,29.166,27.919,35.413,26.81,22.088,27.794,40.251,55.322,43.825,36.294,45.662,45.451,19.574,50.21,48.917,33.132,34.267,30.046
WindFarmAt14,35.944,20.156,31.182,26.848,22.621,38.377,22.558,19.541,44.072,20.994,32.575,35.184,39.019,42.366,63.802,69.077,52.636,48.096,44.169,44.491,37.225,27.253,48.129,44.928
WindFarmAt15,30.821,24.922,21.225,26.299,27.078,24.031,24.211,31.0,32.356,31.371,33.603,39.181,37.03,30.991,24.861,35.633,45.025,48.354,36.683,29.327,28.302,34.086,23.3,33.036
WindFarmAt21,25.175,25.3,22.037,38.122,40.656,19.914,34.054,23.425,37.729,45.778,33.731,35.056,47.173,37.662,55.008,36.654,32.686,45.331,31.276,27.526,55.41,43.993,18.609,21.287
WindFarmAt25,36.61,23.804,26.186,31.046,33.993,34.114,28.141,42.064,24.478,26.982,24.127,43.59,26.746,34.133,37.297,36.758,30.456,44.643,27.425,31.18,21.848,32.051,26.758,31.864
WindFarmAt28,27.891,24.556,22.757,34.2,33.126,25.778,17.778,22.755,39.749,29.12,30.109,25.223,35.899,54.928,33.504,61.475,37.419,33.519,50.486,32.09,32.563,34.947,18.928,30.346
WindFarmAt31,28.596,30.138,28.915,35.075,32.216,34.866,32.181,34.85,29.889,41.798,27.652,40.71,36.709,53.528,42.297,23.979,33.864,50.261,34.529,26.674,40.266,41.234,26.09,25.591
WindFarmAt32,30.728,33.88,30.46,27.96,33.082,33.539,35.868,37.395,28.13,33.016,25.915,34.724,39.495,38.42,45.203,22.954,43.781,40.45,33.205,17.242,49.368,64.543,33.934,23.67
WindFarmAt70,29.981,33.242,25.946,30.816,28.804,30.451,29.443,33.119,23.585,33.013,31.843,42.7,28.132,30.53,35.51,43.657,43.606,40.283,42.877,33.713,35.321,28.782,32.202,18.779
WindFarmAt72,36.99,31.017,27.592,27.229,32.301,22.835,24.051,26.533,28.301,28.834,32.851,29.785,37.685,43.867,22.904,49.888,47.736,41.78,34.857,38.689,24.637,33.119,37.372,24.342
WindFarmAt74,34.368,32.067,30.77,31.024,30.983,27.685,39.653,27.217,24.868,26.098,30.939,38.647,42.025,47.15,15.399,33.483,46.408,54.362,37.983,30.073,15.078,48.451,26.305,20.729
WindFarmAt113,30.976,35.244,25.932,28.314,30.721,28.21,31.709,44.273,24.472,35.302,28.213,25.837,34.472,36.716,33.789,30.489,23.503,64.658,26.45,23.287,39.088,49.869,44.462,36.596
WindFarmAt114,40.091,21.536,25.906,30.042,30.889,27.113,24.161,21.48,33.944,36.895,42.772,40.027,36.893,32.666,48.572,37.351,26.221,43.68,25.375,27.658,44.71,55.563,34.045,16.928
WindFarmAt117,31.45,28.009,19.391,28.8,23.349,22.272,29.965,27.921,25.556,41.959,24.433,45.693,29.926,36.562,48.181,68.39,37.185,49.438,20.67,29.668,51.802,26.545,24.569,33.054
WindFarmAt37,34.713,34.263,21.134,28.65,32.637,25.418,28.55,32.666,29.798,20.905,31.532,47.531,36.24,54.193,34.962,38.061,57.486,30.04,56.83,50.525,33.731,31.121,30.198,26.161
WindFarmAt39,22.628,27.067,31.952,33.888,30.739,27.441,31.821,28.456,25.619,35.184,43.578,19.213,33.528,28.679,46.539,46.523,36.342,75.215,34.607,41.201,34.396,26.497,54.063,24.379
WindFarmAt43,38.944,25.431,28.432,30.6,32.143,23.036,28.713,27.968,32.994,24.941,36.406,30.803,31.164,61.558,55.024,47.052,60.766,50.979,33.427,33.245,39.092,38.498,43.457,32.204
WindFarmAt45,37.363,31.422,28.746,20.98,27.342,35.04,22.078,21.404,44.564,43.483,42.939,34.071,45.75,64.594,57.582,19.178,53.099,24.052,40.743,29.785,26.146,20.407,43.607,42.032
WindFarmAt49,27.533,26.248,26.474,28.744,31.086,29.451,25.558,29.918,25.866,24.652,35.919,27.753,23.94,38.804,46.61,45.209,35.25,48.433,31.838,26.197,34.04,52.045,40.796,32.083
