Gen/Hour,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
WindFarmAt1,30.128,24.408,31.362,21.839,24.816,32.264,21.421,29.542,21.43,27.224,41.282,46.634,63.284,34.738,40.986,55.665,61.857,51.001,22.008,27.519,39.139,22.117,44.074,55.002
WindFarmAt4,37.014,27.732,22.395,28.034,33.496,24.926,26.602,28.637,25.104,26.19,28.009,35.78,53.408,45.678,64.248,44.311,45.72,38.373,22.582,53.55,48.293,34.895,43.804,23.558
WindFarmAt5,35.63,26.103,22.083,31.466,25.613,30.148,34.456,24.063,34.65,28.07,15.614,65.801,38.023,30.108,44.266,42.066,50.248,42.099,40.236,43.042,38.841,37.971,30.627,22.505
WindFarmAt7,29.131,29.51,29.458,31.552,28.637,29.158,30.832,30.28,35.18,30.012,23.471,37.571,42.354,8.942,18.697,64.417,35.094,42.388,31.916,37.888,34.72,22.113,21.797,14.529
WindFarmAt8,33.721,33.81,33.878,28.98,27.169,25.791,37.296,33.763,35.385,29.564,43.051,47.428,35.935,49.8,41.92,34.57,64.796,69.548,32.511,21.507,38.175,42.348,31.329,46.932
WindFarmAt11,28.734,30.648,30.936,36.16,35.947,31.025,21.43,32.495,34.502,35.428,30.074,32.055,22.277,27.977,50.878,35.29,52.151,25.441,44.69,32.057,37.428,35.48,34.411,30.746
WindFarmAt12,35.792,35.297,21.608,33.299,29.277,31.263,28.968,22.082,34.304,29.65,47.259,45.529,32.23,48.852,28.562,40.454,53.472,51.967,46.041,42.223,43.682,18.929,29.923,40.011
WindFarmAt14,34.055,29.227,28.958,28.923,23.225,29.045,24.6,30.036,27.594,37.004,42.539,37.855,30.087,41.824,46.976,65.804,58.403,37.689,54.496,36.549,41.344,26.662,46.904,28.5
WindFarmAt15,31.878,33.219,35.068,20.784,31.426,30.561,26.805,26.449,30.474,49.686,46.04,35.042,30.842,40.302,55.686,47.652,56.167,48.247,24.15,52.02,29.304,43.47,22.803,50.325
WindFarmAt21,31.881,23.934,31.296,27.006,28.369,21.106,36.407,21.889,26.737,46.12,30.622,31.63,49.004,39.447,51.262,26.522,41.094,28.041,59.601,35.793,55.051,20.681,20.11,31.69
WindFarmAt25,33.408,26.785,34.43,16.67,24.487,27.881,41.034,31.367,31.263,35.34,26.024,32.877,36.999,24.518,38.708,32.542,62.545,37.009,25.61,50.857,34.655,45.941,39.173,50.548
WindFarmAt28,26.986,32.839,33.965,24.829,24.492,27.668,28.176,25.571,35.148,28.009,35.593,39.603,39.445,50.731,41.092,27.145,51.999,46.175,31.674,25.064,40.779,45.216,39.036,33.379
WindFarmAt31,34.611,24.409,27.948,30.025,34.642,32.356,29.689,27.055,27.291,17.852,27.483,38.524,38.502,10.335,18.819,28.634,45.98,48.421,34.108,34.184,45.888,40.306,47.721,13.652
WindFarmAt32,24.054,27.382,24.703,26.669,24.721,31.686,34.535,32.496,23.214,39.102,31.976,44.058,36.816,40.448,62.07,36.72,44.59,47.005,21.938,23.303,30.166,43.108,22.171,21.8
WindFarmAt70,27.908,26.021,24.584,30.357,23.09,23.298,35.469,30.462,25.102,17.446,26.169,44.222,31.703,26.877,44.891,26.817,7.482,40.888,46.358,35.034,36.857,23.131,47.271,46.694
