Gen/Hour,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
WindFarmAt1,26.084,28.288,14.547,27.557,33.724,35.034,27.341,32.958,21.274,33.273,40.864,34.53,29.421,59.922,54.185,48.2,62.725,24.571,47.608,25.326,38.698,34.463,32.973,32.502
WindFarmAt4,41.192,21.54,32.775,34.174,25.55,29.497,31.411,20.381,34.899,22.488,24.936,29.594,36.865,36.942,51.591,60.073,57.12,51.87,50.964,31.144,33.104,37.281,26.884,25.673
WindFarmAt5,26.883,28.976,22.13,28.699,32.657,30.252,26.648,33.205,27.81,33.329,31.524,44.246,42.759,37.846,52.787,42.348,53.784,40.0,20.905,43.073,36.213,23.376,17.856,30.872
WindFarmAt7,36.822,40.423,33.452,30.395,20.057,28.923,30.119,39.28,29.2,34.307,32.762,32.184,55.826,45.052,39.273,30.76,46.723,43.773,44.375,40.742,23.509,26.49,32.508,33.642
WindFarmAt8,34.252,20.96,34.015,20.092,29.954,27.975,27.686,26.117,34.643,32.246,28.722,45.971,61.067,54.887,50.608,50.028,47.457,58.787,21.628,33.015,45.903,21.133,15.229,13.209
WindFarmAt11,29.427,25.368,30.821,30.171,33.805,19.22,23.005,29.802,21.304,35.4,30.119,23.248,29.796,56.498,43.856,39.428,25.976,60.035,37.111,42.294,56.609,25.656,39.967,30.167
WindFarmAt12,28.7,34.902,25.377,35.798,26.88,21.126,24.912,28.946,32.489,23.65,36.996,29.052,39.804,48.948,45.284,60.377,63.321,32.67,60.297,35.638,49.774,30.651,33.105,44.17
WindFarmAt14,35.489,32.286,25.869,24.564,19.263,45.36,35.066,23.088,37.041,34.418,30.475,26.253,29.346,47.856,44.754,38.114,49.163,37.647,36.962,53.834,45.015,30.108,32.241,37.183
WindFarmAt15,22.848,34.875,27.313,36.946,35.299,27.313,21.155,33.467,22.1,39.169,34.779,32.559,49.814,45.748,41.101,53.397,41.167,53.888,40.158,50.922,36.775,38.066,28.806,28.15
WindFarmAt21,39.879,28.381,27.123,26.702,37.564,16.478,41.582,28.25,23.453,36.72,35.061,42.44,26.849,30.9,62.439,20.465,56.526,47.628,45.603,14.902,26.483,44.423,28.746,51.819
WindFarmAt25,25.487,26.96,26.405,35.71,18.094,29.995,16.879,34.541,27.749,18.188,39.62,43.838,11.568,33.875,46.26,37.804,45.164,42.844,14.476,32.69,43.21,34.829,40.205,41.966
WindFarmAt28,30.739,28.29,32.638,25.82,35.529,23.677,27.756,28.968,29.158,22.435,29.044,29.409,42.437,37.011,43.384,54.722,35.883,15.896,44.995,24.566,46.383,44.87,29.387,16.513
WindFarmAt31,29.932,33.28,34.785,31.548,25.394,27.329,33.777,21.1,21.755,33.061,18.434,45.86,11.689,60.121,53.529,35.422,25.722,34.853,44.463,19.095,13.381,55.871,24.655,48.256
WindFarmAt32,25.317,21.377,34.392,21.426,26.76,23.67,26.232,28.413,24.169,38.68,27.207,32.017,39.01,46.02,46.265,47.398,45.407,50.238,31.942,43.68,53.465,29.018,15.064,17.628
WindFarmAt70,37.692,24.698,15.193,36.985,21.751,32.898,31.485,25.315,25.789,21.211,32.417,28.105,44.657,35.538,43.223,41.846,11.833,53.987,41.279,39.07,38.205,30.985,20.835,14.992
WindFarmAt72,32.797,27.548,27.732,29.412,25.949,33.984,41.786,20.011,19.072,34.45,35.746,37.565,32.844,20.154,34.704,34.29,35.329,28.641,45.286,23.615,24.213,39.345,34.823,39.177
WindFarmAt74,28.562,28.143,27.15,30.834,32.598,34.11,29.997,27.517,36.241,29.79,50.433,50.884,45.998,33.617,27.592,48.316,54.36,55.636,39.103,35.626,46.059,36.607,32.453,27.997
WindFarmAt113,37.636,27.799,37.841,29.142,17.067,25.995,30.43,33.279,41.215,29.18,37.434,59.074,33.057,36.269,59.449,36.188,65.115,48.835,37.326,30.003,51.893,34.715,31.036,22.13
WindFarmAt114,30.683,23.138,25.445,18.271,30.69,32.806,29.436,21.277,36.517,30.182,35.482,29.474,58.743,37.551,54.893,50.741,59.476,27.565,24.44,23.765,53.961,40.852,42.13,48.037
WindFarmAt117,33.1,25.935,31.337,24.156,22.115,22.791,35.683,25.574,35.414,21.006,27.537,43.747,32.03,42.065,36.202,66.28,43.737,33.392,47.535,37.703,40.064,42.057,38.184,15.906
