Gen/Hour,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
WindFarmAt1,28.944,25.434,24.176,27.532,22.324,22.433,29.402,29.538,26.409,33.078,30.651,39.643,52.282,33.371,34.087,37.738,44.444,41.242,14.924,29.146,40.154,38.242,41.657,43.726
WindFarmAt4,28.232,23.654,25.131,28.523,36.049,22.79,32.137,18.194,34.27,32.47,31.324,22.816,37.359,58.353,43.256,47.477,43.227,48.5,20.879,13.706,26.099,34.589,48.166,37.812
WindFarmAt5,30.688,17.686,19.959,27.012,21.607,25.09,28.298,31.531,39.211,38.148,27.253,26.11,48.044,51.648,42.917,41.817,49.599,43.656,39.751,40.998,16.634,32.724,28.575,30.556
WindFarmAt7,40.367,23.792,27.016,30.626,26.234,30.897,27.621,40.862,29.902,20.343,40.499,38.681,18.829,55.919,43.431,51.948,40.541,44.031,56.389,26.363,20.778,33.068,23.136,24.017
WindFarmAt8,35.283,29.107,32.863,34.976,26.182,23.893,21.473,29.011,28.789,31.34,31.964,41.448,47.779,51.846,51.511,33.209,44.232,47.063,36.263,30.671,50.265,35.348,41.409,44.732
WindFarmAt11,37.418,42.019,26.261,38.25,28.445,27.632,23.914,29.727,34.412,17.796,32.055,31.532,44.739,48.975,62.916,42.211,60.473,40.773,48.551,28.984,41.705,39.464,23.467,14.937
WindFarmAt12,38.74,32.926,23.968,32.715,27.888,34.228,29.764,21.572,38.242,31.43,14.763,43.968,28.141,46.218,19.107,46.289,41.611,40.311,45.399,24.959,43.464,23.024,43.235,27.291
WindFarmAt14,32.935,37.335,24.51,26.527,28.877,33.98,26.017,23.706,34.906,41.694,33.97,39.548,24.975,11.439,38.545,40.152,20.411,50.215,28.739,43.545,44.896,38.108,23.43,42.467
WindFarmAt15,27.979,39.433,34.431,23.333,32.67,30.88,29.2,28.666,33.705,30.431,36.661,36.906,23.392,42.34,28.847,47.416,46.134,35.813,13.87,38.02,30.399,37.624,26.912,26.296
WindFarmAt21,33.774,19.666,33.227,36.935,26.227,19.928,30.91,35.046,25.781,37.146,38.785,44.038,34.381,45.487,30.387,23.337,39.754,30.696,13.174,41.916,33.251,32.627,45.123,37.63
WindFarmAt25,28.327,32.924,26.558,29.111,31.368,36.53,39.508,27.82,24.342,34.708,23.691,29.355,35.554,30.741,31.254,45.641,40.691,41.252,41.375,6.691,31.74,36.065,16.567,25.175
WindFarmAt28,32.466,37.636,27.353,33.449,37.533,28.83,28.162,23.954,23.941,30.173,25.864,26.449,51.635,33.431,24.107,52.478,24.631,42.76,24.712,36.466,33.765,28.941,17.068,14.5
WindFarmAt31,36.234,26.235,28.746,26.373,24.417,35.007,32.69,31.993,26.464,21.269,41.295,30.232,54.636,39.477,42.051,31.702,40.244,33.164,43.966,35.86,34.92,54.456,38.729,46.03
WindFarmAt32,28.633,34.756,33.0,33.515,26.191,32.03,42.153,20.662,33.113,35.95,37.651,33.894,34.773,45.17,46.959,32.298,33.476,41.434,37.677,45.574,35.412,38.324,21.883,34.716
WindFarmAt70,35.39,26.374,20.807,27.578,22.41,27.23,33.009,35.952,26.551,34.228,19.148,38.771,44.47,41.231,42.525,38.882,41.363,50.098,22.551,34.738,35.128,10.123,23.479,29.792
WindFarmAt72,25.359,34.762,25.877,30.952,24.723,27.486,29.84,30.369,26.545,33.602,33.095,30.309,35.671,43.433,31.939,46.838,37.034,41.552,35.015,29.443,40.27,32.942,28.98,32.432
WindFarmAt74,35.277,23.65,16.511,26.483,19.483,27.466,37.469,21.388,36.398,40.957,33.881,40.697,52.111,35.958,45.435,44.35,48.246,45.477,38.109,33.833,28.689,36.357,38.177,31.381
WindFarmAt113,28.545,26.212,36.968,32.942,19.463,29.632,27.466,27.104,30.935,37.927,45.867,32.328,38.49,53.233,50.861,41.42,29.095,26.314,36.909,43.796,28.518,43.799,49.93,41.613
WindFarmAt114,31.707,32.245,25.013,19.699,26.221,22.763,25.906,26.276,22.592,27.914,17.344,11.867,54.125,48.669,47.427,46.206,41.443,36.066,15.221,48.983,27.882,44.924,27.323,33.477
