Gen/Hour,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
WindFarmAt1,23.076,30.943,30.077,23.467,37.094,25.446,26.437,33.748,34.093,32.626,39.387,39.621,29.918,38.606,45.908,59.708,37.508,33.402,37.705,44.368,34.362,43.156,32.016,28.257
WindFarmAt4,30.951,29.735,35.523,21.045,31.38,17.693,28.453,24.092,35.781,27.468,24.948,28.553,28.819,48.943,33.683,40.4,65.866,58.496,39.069,42.667,25.139,31.212,55.066,27.645
WindFarmAt5,31.515,23.947,31.229,31.499,28.723,33.642,22.218,34.753,24.988,42.977,33.325,46.852,32.617,37.942,55.05,40.365,35.396,59.41,53.918,34.798,48.025,6.273,30.445,30.982
WindFarmAt7,38.219,35.6,25.554,21.006,23.552,30.239,29.113,34.341,27.665,30.498,43.629,43.176,30.545,41.397,41.869,57.728,33.227,38.513,43.721,24.336,40.889,26.733,35.123,38.034
WindFarmAt8,31.499,37.527,29.611,31.991,30.177,32.583,23.281,34.115,31.749,38.968,21.2,40.799,37.318,39.147,48.718,31.744,66.869,53.367,40.436,33.704,27.942,15.071,28.057,27.48
WindFarmAt11,31.039,25.297,29.808,34.504,31.03,29.722,29.738,33.399,34.11,14.41,35.081,32.774,26.774,47.139,41.221,41.63,50.505,49.312,36.768,36.544,46.568,28.331,47.3,30.97
WindFarmAt12,27.933,34.035,38.062,27.715,40.707,23.991,23.215,30.5,34.781,36.044,24.861,39.214,45.5,53.345,34.557,40.634,39.524,42.82,43.891,49.3,51.464,46.653,29.368,29.896
WindFarmAt14,36.11,30.775,21.846,32.076,27.109,27.712,28.897,26.881,39.516,33.12,44.256,25.23,41.023,25.582,38.488,30.64,55.245,28.591,26.966,38.705,41.901,48.98,50.02,37.545
WindFarmAt15,30.634,35.512,25.129,20.432,28.885,35.65,27.39,29.155,20.748,28.465,40.227,36.545,38.223,24.994,41.539,40.689,30.791,36.666,24.966,36.208,24.822,32.362,25.48,22.763
WindFarmAt21,30.967,32.602,29.951,26.771,14.788,26.885,30.483,14.95,39.569,40.289,29.247,33.609,39.239,60.789,49.715,32.292,32.518,28.155,41.476,13.542,24.449,46.469,29.829,8.751
WindFarmAt25,31.239,25.4,25.273,24.321,21.145,32.007,25.131,29.632,23.321,22.405,25.027,39.616,32.868,30.494,37.777,40.206,70.763,37.64,27.771,45.795,49.615,30.258,31.898,49.686
WindFarmAt28,26.003,30.716,27.872,29.145,34.751,27.264,30.636,25.201,36.302,35.983,34.916,42.686,35.093,51.104,55.498,61.238,54.155,48.858,50.089,37.194,53.835,17.736,24.351,41.005
WindFarmAt31,32.109,29.344,33.211,23.136,33.915,30.606,43.513,33.633,37.474,34.62,29.827,32.592,22.106,32.887,33.501,31.051,43.613,42.181,29.712,51.774,44.579,34.749,14.553,24.663
WindFarmAt32,26.602,32.207,29.263,32.022,35.535,30.957,24.984,37.753,33.63,34.373,33.036,23.471,59.848,42.948,56.289,54.921,37.024,34.127,32.087,29.68,40.426,42.467,16.392,28.168
