Gen/Hour,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
WindFarmAt1,37.764,25.685,22.239,21.997,23.831,32.395,26.72,34.931,28.164,36.393,35.66,39.011,43.746,47.141,34.656,37.271,55.896,38.06,45.887,53.522,32.548,39.832,21.023,25.755
WindFarmAt4,32.073,27.681,30.82,33.346,26.507,25.764,26.609,41.945,28.549,24.082,28.384,38.198,46.113,42.816,33.198,33.713,46.599,19.245,37.499,30.765,35.26,32.387,19.414,38.158
WindFarmAt5,27.798,24.563,31.255,32.782,32.316,29.649,35.367,25.713,29.993,15.464,40.286,58.057,46.819,51.768,23.666,37.829,46.118,69.468,20.91,26.615,46.955,33.765,31.396,31.752
WindFarmAt7,33.574,33.492,26.182,18.076,29.69,25.006,21.513,31.971,22.837,34.305,47.354,34.33,38.626,40.107,46.09,31.013,32.19,35.338,22.267,32.88,37.124,35.163,23.327,30.527
WindFarmAt8,29.129,33.063,28.564,32.055,28.032,44.064,32.24,32.898,29.177,43.886,37.203,37.366,31.066,39.302,43.772,29.88,37.781,54.127,40.405,36.236,33.307,52.502,22.006,19.76
WindFarmAt11,32.806,30.842,31.291,30.931,32.038,25.707,40.262,28.44,18.702,28.947,40.318,41.191,51.259,55.294,21.589,36.685,57.412,23.102,50.177,33.936,30.673,26.391,30.334,44.908
WindFarmAt12,30.588,39.766,37.713,27.514,24.266,28.759,24.313,27.38,32.997,27.729,44.197,41.038,32.756,48.354,38.181,45.629,54.193,51.326,18.28,30.412,32.917,16.318,21.713,37.888
WindFarmAt14,33.211,39.917,25.489,27.689,35.123,30.402,38.138,21.4,29.484,35.461,29.253,47.429,29.716,41.798,52.701,45.354,61.775,36.759,33.85,15.139,57.927,63.095,43.642,28.662
WindFarmAt15,32.716,30.047,25.437,25.025,29.25,35.232,19.017,28.466,34.0,22.417,21.127,34.386,25.495,60.563,39.903,46.372,61.55,40.017,38.02,17.108,40.005,41.896,14.679,28.961
WindFarmAt21,33.056,34.374,34.045,29.05,25.216,26.685,39.64,27.995,23.851,34.683,32.814,35.069,35.868,41.317,48.367,30.271,36.687,34.384,29.825,25.068,34.18,41.367,33.958,33.649
WindFarmAt25,32.45,29.372,23.604,26.963,27.015,30.718,30.144,30.478,19.161,19.074,28.88,40.171,25.645,30.939,49.56,61.285,36.042,52.069,17.676,46.864,35.828,46.466,33.737,26.837
WindFarmAt28,25.384,22.853,34.257,27.305,28.645,22.142,28.54,19.502,40.235,35.055,31.824,28.662,29.928,36.109,49.142,66.344,55.4,28.853,22.892,18.963,15.754,59.57,51.81,17.722
WindFarmAt31,33.44,33.031,29.948,34.124,38.757,19.019,22.395,21.25,35.512,34.991,24.707,48.662,40.857,45.929,39.187,38.107,31.041,34.717,36.973,39.241,41.544,33.131,41.197,43.493
WindFarmAt32,27.137,27.848,32.353,37.474,22.052,34.714,28.766,27.52,38.26,28.774,28.644,34.888,39.691,41.129,36.195,20.426,37.266,33.959,31.131,8.05,31.462,47.384,30.595,33.843
WindFarmAt70,30.774,29.282,22.634,32.103,20.542,38.162,21.474,24.438,27.523,22.141,41.613,45.258,29.895,46.554,45.247,38.608,36.796,40.716,30.908,33.923,16.457,29.743,28.501,22.044
WindFarmAt72,28.09,34.596,26.468,15.511,25.501,29.479,41.765,25.749,26.267,15.28,27.935,47.762,42.869,41.915,40.37,41.247,34.319,41.863,48.868,32.968,42.434,37.321,24.239,21.331
WindFarmAt74,37.247,29.693,22.395,29.239,25.664,23.196,31.275,27.63,31.995,15.639,42.421,34.407,48.115,53.696,41.431,40.762,59.017,54.348,24.559,32.602,33.508,35.757,26.868,29.486
WindFarmAt113,28.655,28.102,24.919,27.59,29.837,26.073,31.605,30.959,31.35,20.49,30.496,28.95,28.292,43.585,51.509,36.132,55.065,62.57,42.024,51.604,17.562,30.444,47.017,42.8
WindFarmAt114,41.649,32.402,19.735,26.976,24.927,33.066,28.165,37.573,30.673,23.491,31.087,30.12,34.56,44.243,48.63,48.421,83.868,30.5,28.443,34.381,25.775,54.408,26.999,31.796
WindFarmAt117,27.954,35.679,31.14,31.658,32.699,30.003,31.367,25.292,34.19,23.078,38.252,30.319,35.682,28.592,30.326,55.117,66.038,30.462,31.844,43.229,23.536,36.558,19.627,34.061
WindFarmAt37,42.101,26.915,29.927,23.871,33.642,27.65,29.969,21.58,30.22,34.76,19.913,32.323,39.701,21.949,49.504,33.982,53.362,40.373,25.907,39.772,21.279,31.458,28.428,30.165
WindFarmAt39,29.512,24.861,33.639,26.843,39.023,25.836,27.37,31.273,27.328,26.686,29.736,27.352,33.777,26.242,50.807,45.235,64.623,47.732,33.313,34.336,24.783,35.611,50.705,20.121
WindFarmAt43,33.82,27.707,27.007,31.851,27.4,30.382,38.7,32.729,28.922,30.044,29.335,37.317,52.688,41.48,34.868,58.671,52.656,51.266,26.063,33.038,13.107,39.951,7.348,41.784
WindFarmAt45,31.526,32.38,27.416,28.263,31.263,39.31,36.957,23.344,43.526,38.117,11.844,32.606,31.382,29.046,25.673,58.575,34.219,22.724,35.397,34.563,33.37,50.451,32.401,53.035
WindFarmAt49,30.117,34.829,28.232,31.153,27.38,26.941,18.819,23.796,29.071,37.974,44.84,30.152,44.507,48.548,54.435,25.081,44.034,57.352,41.046,31.962,22.612,33.933,44.305,16.952
WindFarmAt51,26.976,23.761,30.194,31.461,29.095,31.692,21.931,29.578,20.476,28.998,37.316,36.822,49.31,34.785,54.192,25.596,38.6,27.021,39.795,24.536,45.598,13.042,33.818,33.713
WindFarmAt57,26.351,29.111,26.259,26.805,33.223,22.251,33.463,30.336,25.618,30.947,36.66,31.438,35.108,32.399,50.394,27.617,48.537,59.609,30.205,27.437,22.03,55.973,41.464,25.48
WindFarmAt61,36.237,28.568,24.303,30.394,28.29,34.924,23.799,22.786,23.793,35.447,36.442,31.376,51.818,66.661,24.243,35.718,40.156,29.362,35.895,36.769,44.577,50.686,22.174,20.405
WindFarmAt63,36.235,28.007,25.236,30.272,26.137,24.993,12.992,33.343,32.022,38.032,26.189,31.295,30.57,35.165,31.906,35.763,34.138,31.093,52.284,17.282,35.598,51.994,34.212,30.649
WindFarmAt67,29.652,34.37,23.226,33.39,37.276,24.917,32.236,39.937,25.432,33.439,26.566,41.737,27.282,46.127,30.606,47.235,64.489,30.68,28.313,27.129,40.679,34.061,41.004,29.747
WindFarmAt76,27.176,30.236,22.811,30.85,28.009,37.785,29.701,25.558,32.051,31.362,28.286,35.007,35.853,41.528,50.653,36.318,69.861,41.318,46.866,46.778,50.785,39.719,36.334,11.217
