Gen/Hour,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
WindFarmAt1,24.786,26.092,23.422,30.605,25.34,25.838,26.531,33.468,37.149,27.645,25.547,49.074,40.831,54.389,16.002,20.069,40.19,33.398,41.48,32.766,40.961,22.428,28.159,22.986
WindFarmAt4,36.22,28.862,33.696,22.786,31.029,21.365,27.065,26.74,34.055,29.251,32.288,33.937,30.795,46.97,45.153,19.006,50.193,45.18,45.202,36.635,21.021,49.19,30.551,26.962
WindFarmAt5,28.452,38.362,25.935,28.437,28.326,31.457,24.484,35.761,33.726,23.423,27.024,32.394,39.401,26.067,35.393,42.555,50.068,29.606,35.8,34.903,34.147,40.32,33.484,45.534
WindFarmAt7,21.604,34.154,26.727,19.429,24.225,26.894,35.968,37.461,41.193,35.311,47.748,25.989,49.9,19.775,31.89,37.755,50.664,61.784,31.246,29.389,32.22,32.634,29.138,40.503
WindFarmAt8,34.464,35.961,37.328,19.889,25.629,23.29,26.485,35.92,42.573,44.01,45.255,36.929,35.63,51.253,36.208,52.156,50.803,24.258,28.382,31.847,43.838,34.353,28.964,19.217
WindFarmAt11,30.443,41.52,34.456,29.653,26.307,36.965,23.108,22.549,26.6,24.881,30.664,39.518,42.716,34.905,25.237,36.464,58.04,51.742,39.591,45.376,37.685,28.348,24.924,26.307
WindFarmAt12,30.937,34.659,30.172,22.968,28.647,32.563,20.886,33.917,30.092,18.754,38.666,31.033,48.261,58.241,48.747,43.243,40.576,36.192,45.417,23.215,41.076,28.548,24.413,4.961
WindFarmAt14,34.426,38.095,24.131,29.049,25.514,27.476,23.478,35.039,29.636,39.917,40.618,35.329,37.193,57.069,32.305,44.524,67.927,45.516,26.951,41.325,19.051,54.475,44.209,27.936
WindFarmAt15,30.5,35.132,25.292,26.535,27.78,21.007,28.731,27.551,27.952,37.785,47.339,30.821,21.841,61.419,50.967,36.918,36.184,38.452,21.778,21.816,33.569,45.942,24.789,30.796
WindFarmAt21,28.766,34.495,21.927,22.769,25.466,29.776,25.486,28.889,32.264,32.62,47.355,30.672,40.305,56.276,47.142,37.643,57.257,43.712,31.89,27.154,41.449,39.662,22.158,38.109
WindFarmAt25,26.845,27.577,33.177,37.52,25.279,33.103,30.09,40.332,33.213,26.687,29.042,30.158,30.999,27.948,43.203,31.137,49.624,34.212,30.656,40.359,38.738,31.232,20.545,26.522
WindFarmAt28,27.501,33.875,24.689,21.483,30.777,26.034,24.351,26.6,26.773,42.271,32.539,33.618,36.537,46.81,45.0,51.132,56.876,36.345,9.873,44.02,41.31,20.62,29.844,34.453
WindFarmAt31,28.984,35.713,21.352,29.858,21.755,26.455,26.561,29.036,30.403,35.307,27.11,42.118,45.183,30.226,56.77,28.978,44.265,52.527,32.19,37.953,45.85,29.294,32.732,36.595
WindFarmAt32,30.998,28.454,29.153,32.404,35.68,36.65,34.248,36.887,39.797,35.428,23.311,29.009,42.695,36.481,47.458,20.362,40.043,41.693,37.323,25.257,52.747,39.306,31.369,29.746
WindFarmAt70,32.24,34.069,20.643,23.791,22.893,29.132,29.973,21.723,41.099,30.36,43.762,35.212,59.474,33.246,44.34,61.457,41.159,62.611,45.174,40.162,36.209,52.012,33.382,26.747
WindFarmAt72,29.665,25.992,29.19,30.2,23.872,21.545,20.312,29.125,41.837,10.536,36.814,41.048,44.208,39.554,34.887,70.307,65.655,34.093,34.969,28.085,40.057,56.054,23.247,16.598
WindFarmAt74,30.961,28.606,26.6,26.963,23.685,27.596,34.904,35.676,35.663,28.235,26.025,57.544,29.0,28.24,36.704,60.822,48.04,28.202,31.97,36.851,36.588,52.641,8.898,29.996
WindFarmAt113,33.268,20.663,33.348,25.508,27.149,30.679,25.346,34.225,37.357,27.18,43.336,37.661,47.181,44.667,39.526,39.465,48.7,58.84,30.346,20.902,40.542,7.5,34.436,29.465
WindFarmAt114,42.904,26.655,20.33,22.249,30.84,30.739,32.073,34.505,16.761,20.693,42.014,38.267,53.991,40.475,49.082,16.751,38.761,55.338,50.192,29.353,37.987,44.341,32.16,44.047
WindFarmAt117,32.625,26.063,31.517,34.671,25.215,32.294,31.34,35.043,34.468,44.227,19.168,37.638,43.628,51.457,52.619,40.719,49.057,43.915,38.58,21.672,18.895,55.874,21.988,22.755
WindFarmAt37,24.679,31.503,34.078,30.912,38.188,32.924,34.081,31.918,32.073,36.568,26.544,25.925,43.18,50.416,54.384,35.157,51.165,65.497,34.609,31.518,9.34,13.638,38.855,34.88
WindFarmAt39,32.012,26.339,25.893,34.867,30.374,33.359,28.319,28.253,33.053,39.707,37.568,28.953,37.461,41.942,50.582,48.489,48.05,30.628,31.302,44.211,23.453,37.943,41.782,30.349
WindFarmAt43,35.834,27.667,28.196,33.982,28.115,32.909,32.699,25.071,32.702,31.313,25.957,30.39,46.693,33.37,51.688,44.19,38.222,56.227,39.042,32.409,30.161,37.129,28.941,49.473
WindFarmAt45,29.133,36.76,29.11,24.159,31.907,34.946,25.627,24.251,19.818,46.931,28.007,40.658,44.166,39.524,44.882,54.55,43.432,33.847,58.916,41.58,30.39,30.456,24.57,36.274
WindFarmAt49,30.326,32.722,25.921,22.861,27.581,26.373,18.388,35.101,38.265,34.403,55.173,34.86,26.697,33.02,42.122,47.358,49.79,61.114,47.087,43.86,33.544,42.964,47.504,29.133
WindFarmAt51,34.163,35.386,26.785,21.968,28.92,27.583,28.057,31.591,22.691,22.369,26.348,18.918,17.188,30.66,38.941,38.913,51.091,38.476,52.296,49.083,38.127,44.924,30.92,47.664
WindFarmAt57,30.685,20.276,27.822,21.519,33.793,33.754,29.85,38.218,16.242,34.379,32.299,47.868,10.96,22.707,35.82,48.374,50.691,59.872,40.576,31.504,32.268,20.433,60.965,37.287
WindFarmAt61,37.679,36.624,24.585,24.0,33.128,27.218,25.587,32.195,30.331,29.657,34.091,32.409,31.025,34.798,50.257,35.247,71.072,72.722,50.154,38.155,50.484,41.053,45.087,23.018
WindFarmAt63,36.657,25.295,28.668,32.714,26.296,28.471,24.331,32.406,27.658,24.866,38.119,21.922,49.814,49.561,44.836,31.296,50.673,17.264,63.071,42.841,26.089,30.115,31.351,26.609
WindFarmAt67,36.187,32.788,30.263,31.237,29.198,31.323,28.35,28.605,35.489,37.398,35.215,42.505,24.592,31.807,33.184,37.265,42.363,56.549,38.952,16.717,35.184,47.712,49.852,29.523
WindFarmAt76,33.729,23.208,23.528,21.451,28.675,31.493,17.671,40.31,27.318,25.394,36.051,50.325,31.229,36.741,57.025,36.749,27.484,49.037,28.328,34.709,33.603,26.763,38.383,31.628
WindFarmAt80,37.778,30.921,33.737,28.602,20.575,26.918,32.192,21.638,40.176,27.41,34.226,43.958,54.982,25.852,55.701,48.537,38.988,69.936,53.228,55.563,21.596,39.548,32.093,32.968
WindFarmAt97,27.042,23.649,28.17,31.994,24.829,43.354,25.718,34.034,38.174,37.092,30.004,36.696,43.838,45.972,38.512,38.982,36.6,29.413,35.258,28.268,30.833,39.656,22.549,40.81
WindFarmAt99,30.485,30.739,39.293,17.313,23.832,27.127,31.192,28.869,30.375,34.622,26.123,37.329,49.063,31.701,45.378,51.884,73.841,35.124,36.018,29.443,21.456,55.434,52.456,34.817
WindFarmAt82,23.462,27.712,34.855,27.778,33.156,31.758,34.804,35.43,34.045,39.463,45.732,38.64,27.038,46.326,39.187,47.294,36.4,27.257,23.423,43.416,56.577,13.688,30.437,35.817
WindFarmAt85,35.185,19.211,25.037,29.584,28.05,38.092,29.019,25.837,27.09,33.273,24.177,31.398,40.499,30.284,39.866,43.361,41.78,42.449,44.65,36.885,19.631,42.346,15.644,39.661
WindFarmAt91,23.374,25.429,22.672,24.233,30.575,19.709,18.468,34.29,24.323,17.378,52.317,18.229,47.46,17.662,46.967,38.591,27.221,44.678,36.667,34.867,54.016,29.191,20.94,22.42
