Gen/Hour,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
WindFarmAt1,26.267,22.547,23.908,23.628,23.803,18.457,30.471,26.614,29.507,36.376,43.862,33.35,28.246,36.786,59.179,39.825,46.435,30.605,54.842,43.178,44.424,15.702,38.662,36.978
WindFarmAt4,29.58,22.893,30.824,23.55,36.967,27.586,31.471,27.101,28.904,16.235,32.28,28.25,41.831,22.949,29.321,41.921,34.373,44.287,47.181,34.083,44.45,44.47,22.678,22.664
WindFarmAt5,34.886,34.662,28.033,28.861,23.998,33.425,29.949,27.56,26.802,27.565,28.23,44.398,35.735,42.923,32.279,26.33,33.721,38.315,25.062,61.623,34.159,38.927,21.844,37.036
WindFarmAt7,39.273,27.576,22.645,30.078,21.666,31.939,19.354,36.626,19.319,41.972,29.811,37.194,29.147,40.326,36.015,29.54,53.93,55.104,41.021,36.24,40.09,47.178,37.295,29.067
WindFarmAt8,22.442,28.858,31.533,25.473,28.857,36.767,24.577,33.956,36.54,37.25,30.592,42.28,34.264,46.452,42.373,28.508,47.156,17.801,28.38,25.089,51.744,39.102,28.4,27.172
WindFarmAt11,24.05,36.369,21.703,32.943,25.717,35.507,17.306,28.191,27.345,27.906,44.548,38.915,33.67,40.575,68.448,49.744,63.183,29.764,38.02,36.734,29.296,28.451,29.632,35.397
WindFarmAt12,37.752,25.351,26.854,28.406,27.841,33.118,30.771,35.06,26.627,42.513,34.011,32.472,34.304,47.905,42.198,49.357,27.887,41.461,26.951,31.918,17.925,28.487,36.805,37.543
WindFarmAt14,32.813,33.939,28.457,24.629,28.027,33.494,22.179,22.95,32.514,40.163,32.586,45.588,29.424,46.188,48.683,37.54,30.462,26.996,35.216,24.714,32.568,30.164,41.036,36.165
WindFarmAt15,37.857,23.357,21.895,27.04,33.469,23.856,27.173,26.519,27.423,42.934,34.415,35.977,42.372,45.97,28.231,34.004,32.475,26.569,39.234,34.027,35.168,38.582,53.41,35.353
WindFarmAt21,34.204,28.3,28.23,34.069,19.802,23.947,29.619,34.747,23.721,37.524,30.293,40.857,36.945,22.418,33.484,30.211,31.629,43.568,42.127,40.337,38.384,31.389,20.938,32.697
WindFarmAt25,31.078,28.868,22.018,27.408,31.017,31.212,39.554,39.467,43.35,27.258,38.136,34.796,21.232,49.186,46.473,54.558,76.526,47.284,53.437,43.092,19.253,40.387,18.855,20.559
WindFarmAt28,34.218,23.095,23.263,26.831,27.038,32.797,31.09,30.525,31.377,32.525,27.961,45.581,37.623,23.044,31.916,71.191,59.829,50.008,51.697,38.742,45.647,10.657,27.523,18.997
WindFarmAt31,28.027,39.177,30.097,37.758,26.939,32.8,28.037,35.004,33.56,25.631,34.617,42.31,48.234,28.723,39.787,29.744,32.421,17.912,49.44,44.691,17.173,51.837,44.854,27.455
WindFarmAt32,34.456,28.303,28.056,29.329,29.334,25.975,30.697,35.869,20.654,40.442,39.44,39.297,43.385,20.661,29.861,32.26,52.049,47.98,38.385,27.693,56.192,43.343,21.471,22.984
WindFarmAt70,24.446,26.901,25.239,26.323,31.633,35.497,41.912,27.57,25.343,33.744,16.45,26.858,50.394,45.538,50.459,55.845,53.574,35.775,30.796,32.411,39.086,31.266,29.316,29.8
WindFarmAt72,24.733,29.169,27.363,27.798,28.628,23.792,35.917,28.378,26.51,23.231,22.245,41.348,34.97,38.425,46.506,37.65,60.028,35.078,41.287,22.035,39.745,38.79,33.001,31.882
WindFarmAt74,29.16,29.53,28.8,36.566,23.073,28.228,39.404,29.355,24.183,34.443,47.81,42.709,39.04,39.034,34.235,44.092,39.006,31.606,46.543,36.506,41.852,38.46,23.865,31.283
WindFarmAt113,26.481,35.47,24.044,29.606,18.932,30.69,31.404,47.857,34.91,29.283,27.527,53.251,33.382,38.518,42.788,37.096,52.163,30.164,34.207,27.324,11.043,58.817,19.441,36.932
WindFarmAt114,28.896,27.865,33.312,29.89,27.714,27.873,28.907,42.613,34.312,35.527,26.351,19.51,44.016,28.366,44.206,46.019,43.146,55.281,33.323,47.045,37.273,37.815,22.232,23.487
WindFarmAt117,32.17,26.652,36.586,30.158,27.501,28.74,19.278,26.665,36.795,15.109,31.928,41.633,25.683,46.776,45.287,47.65,58.507,52.169,35.017,29.919,54.874,20.39,33.419,39.842
WindFarmAt37,32.842,31.681,31.244,26.772,27.159,21.838,25.245,40.854,23.185,30.61,45.082,41.481,24.352,41.116,46.059,46.795,40.066,59.023,40.932,30.399,32.706,25.475,41.221,26.048
WindFarmAt39,26.094,35.818,25.198,24.086,32.532,25.922,20.242,41.906,21.76,29.201,38.416,30.645,43.686,42.982,43.296,43.291,56.279,51.374,54.18,37.025,20.102,35.527,26.646,31.321
WindFarmAt43,29.666,29.797,21.796,20.877,22.776,27.934,31.803,27.598,35.03,28.156,30.721,42.797,27.323,33.467,43.309,36.086,24.405,52.321,23.465,36.638,42.543,26.833,36.406,18.268
WindFarmAt45,27.284,33.411,33.817,31.921,28.174,27.826,24.863,27.356,29.097,45.907,25.382,36.922,18.959,43.376,40.466,38.417,40.662,29.985,31.283,53.229,13.803,55.708,32.865,22.768
WindFarmAt49,32.692,30.318,30.43,29.89,31.752,26.599,24.036,32.093,18.508,32.31,46.883,29.836,43.966,37.668,28.689,16.255,63.992,46.02,41.89,29.247,37.845,51.114,29.973,28.697
WindFarmAt51,31.376,30.302,20.277,24.46,30.443,20.492,24.745,20.995,32.432,32.865,24.249,52.428,30.193,55.89,36.186,42.701,51.388,60.944,28.061,14.12,55.546,29.172,28.54,26.644
WindFarmAt57,29.471,29.043,19.54,22.691,22.905,24.349,26.804,34.602,34.851,30.777,24.794,43.366,32.104,30.473,42.4,37.648,51.034,59.973,52.88,43.606,38.733,34.441,45.619,45.738
WindFarmAt61,35.896,28.336,29.526,25.56,21.802,28.228,26.54,22.356,30.875,27.089,27.96,36.907,34.921,47.166,50.275,39.15,48.869,36.281,27.644,25.228,33.397,29.393,33.471,53.298
WindFarmAt63,30.791,27.382,28.481,25.128,28.35,36.42,29.704,39.385,19.682,31.276,40.841,38.828,32.014,39.329,22.537,51.747,24.561,45.156,50.496,23.767,36.49,41.642,33.063,23.659
WindFarmAt67,33.271,31.14,27.401,23.902,29.221,23.588,32.761,24.037,23.01,36.412,41.908,52.571,47.015,41.016,51.723,37.845,34.251,69.135,27.965,42.876,44.453,40.552,42.746,34.136
WindFarmAt76,34.324,26.393,28.113,30.667,26.49,30.371,24.961,26.944,32.806,22.069,33.426,27.405,46.601,49.349,45.566,34.977,37.782,44.583,28.067,26.652,45.756,39.141,20.972,30.866
WindFarmAt80,28.791,36.604,24.793,28.661,27.79,15.766,34.726,30.901,34.455,32.189,23.807,32.757,43.11,38.82,39.581,26.815,48.849,35.212,32.036,30.417,37.183,46.088,42.223,15.491
WindFarmAt97,31.914,27.625,31.373,30.754,33.194,27.944,26.07,19.408,33.217,32.919,44.874,28.177,38.581,55.862,38.11,42.576,25.739,34.835,49.715,34.218,29.838,20.967,36.458,29.584
WindFarmAt99,32.755,35.253,37.774,29.041,27.644,33.547,31.6,13.464,25.584,30.998,22.599,41.641,44.612,36.026,42.794,39.243,45.872,51.727,40.272,30.748,24.92,34.564,40.268,34.839
WindFarmAt82,33.199,31.987,20.309,31.539,31.986,28.487,38.054,51.305,27.412,39.768,46.363,38.606,46.97,51.93,31.403,46.866,37.355,37.594,52.061,59.361,28.999,32.857,29.195,26.112
WindFarmAt85,27.77,26.084,25.907,27.264,13.471,37.541,36.308,27.283,31.237,32.71,56.084,37.905,54.285,46.963,39.812,49.541,46.573,46.613,27.956,53.203,23.145,57.091,36.358,23.702
WindFarmAt91,30.445,25.258,27.797,27.475,27.106,50.847,26.652,30.822,27.762,22.079,30.448,26.475,19.567,60.556,43.735,34.463,35.774,25.805,37.405,40.566,36.828,36.702,40.501,39.199
WindFarmAt95,35.537,35.067,28.329,26.297,37.179,25.445,21.166,20.305,35.174,22.734,32.958,15.795,68.331,44.661,48.589,47.612,46.544,51.818,35.988,42.439,29.592,31.394,54.866,33.976
WindFarmAt101,24.599,33.157,27.67,35.629,20.844,24.637,17.285,24.195,41.691,12.944,36.003,42.127,51.498,38.409,34.904,33.562,54.603,38.233,30.867,27.342,27.839,32.592,27.6,39.314
WindFarmAt111,29.512,25.088,27.485,23.68,33.945,32.854,32.912,19.342,30.5,22.161,39.689,45.017,34.192,20.429,44.354,47.063,42.402,34.24,57.355,15.353,27.0,28.43,40.813,38.85
SolarFarmAt9,0.0,0.0,0.0,0.0,0.0,7.642,27.947,61.225,82.844,93.098,102.701,88.446,96.368,105.803,98.417,83.233,44.053,14.592,0.521,0.0,0.0,0.0,0.0,0.0
SolarFarmAt16,0.0,0.0,0.0,0.0,0.0,5.519,27.039,61.169,78.113,81.836,89.058,104.284,93.393,82.038,84.791,86.376,47.371,15.58,0.679,0.0,0.0,0.0,0.0,0.0
SolarFarmAt29,0.0,0.0,0.0,0.0,0.0,6.339,29.692,45.734,86.059,85.908,93.893,94.617,95.111,73.124,83.995,71.762,39.585,15.668,0.779,0.0,0.0,0.0,0.0,0.0
SolarFarmAt73,0.0,0.0,0.0,0.0,0.0,7.5,34.95,67.956,74.533,84.684,116.34,114.246,124.743,105.489,91.568,82.8,40.657,15.59,0.677,0.0,0.0,0.0,0.0,0.0
SolarFarmAt36,0.0,0.0,0.0,0.0,0.0,8.013,28.817,71.094,90.084,86.478,77.772,88.897,68.089,74.283,116.152,51.839,33.728,10.332,0.568,0.0,0.0,0.0,0.0,0.0
SolarFarmAt38,0.0,0.0,0.0,0.0,0.0,7.941,35.818,70.306,93.848,68.315,107.33,70.565,96.712,84.019,79.656,92.433,45.188,15.327,0.66,0.0,0.0,0.0,0.0,0.0
SolarFarmAt40,0.0,0.0,0.0,0.0,0.0,7.081,31.019,61.291,82.311,64.373,100.978,105.993,73.614,93.013,85.008,76.656,41.918,14.941,0.604,0.0,0.0,0.0,0.0,0.0
SolarFarmAt42,0.0,0.0,0.0,0.0,0.0,7.99,33.688,60.884,101.025,112.067,87.806,90.876,66.673,91.183,78.121,76.659,44.418,15.051,0.556,0.0,0.0,0.0,0.0,0.0
