Gen/Hour,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
WindFarmAt1,29.977,24.089,26.874,30.136,30.887,19.933,24.304,31.787,44.772,27.74,36.995,19.664,41.611,48.217,46.256,42.22,49.074,35.51,32.746,50.74,34.957,33.014,31.624,41.3
WindFarmAt4,31.927,34.416,23.008,27.779,30.552,23.073,29.362,16.044,31.201,32.35,32.695,34.624,41.914,56.914,29.06,29.995,37.37,47.863,55.565,29.907,38.649,29.089,21.548,18.751
WindFarmAt5,21.122,32.622,26.349,32.066,34.85,28.541,13.288,38.39,35.839,26.885,40.288,48.899,38.012,33.873,53.288,21.137,33.587,47.078,46.014,21.277,41.207,23.72,20.922,37.735
WindFarmAt7,31.618,32.316,26.277,24.744,18.528,29.764,26.647,34.525,26.099,29.383,38.275,36.158,33.212,23.939,59.602,42.678,33.579,51.752,46.571,31.371,35.504,38.715,21.366,34.097
WindFarmAt8,36.452,33.529,33.341,35.126,39.187,31.764,25.775,27.355,31.744,30.22,50.811,40.295,41.718,36.239,15.05,40.189,45.369,34.259,38.855,36.831,29.827,58.288,60.484,41.305
WindFarmAt11,28.922,28.534,40.848,26.692,24.681,35.062,29.521,19.729,37.191,7.211,23.862,45.195,33.926,33.211,40.152,52.532,57.533,32.091,41.035,36.945,30.558,41.445,26.1,22.519
WindFarmAt12,19.554,30.867,29.088,31.797,23.327,37.869,22.613,23.543,23.6,22.109,26.36,48.185,33.071,51.691,41.098,41.174,48.547,50.599,51.618,39.137,66.056,25.685,18.262,25.392
WindFarmAt14,36.776,28.608,22.074,25.018,23.925,33.18,26.103,35.286,41.83,40.645,33.518,41.215,41.04,56.075,47.815,49.221,45.554,25.796,16.38,24.052,41.569,36.58,42.836,45.799
WindFarmAt15,37.361,32.163,29.179,23.548,39.121,18.982,25.552,26.896,30.767,44.636,40.253,27.231,41.072,34.31,31.064,22.144,40.226,41.562,47.898,37.344,41.59,20.512,47.527,6.924
WindFarmAt21,32.81,20.109,20.882,30.219,19.129,21.748,36.798,30.862,16.068,49.481,42.066,26.291,39.479,38.512,42.836,38.366,52.133,42.559,37.271,37.284,49.958,16.905,15.819,30.195
WindFarmAt25,34.83,22.954,28.043,33.311,27.679,27.485,31.324,32.738,26.141,29.005,28.32,27.353,28.227,26.225,39.789,37.841,35.083,28.403,38.419,46.62,49.325,40.85,46.803,33.653
WindFarmAt28,28.052,29.139,40.829,35.347,35.035,31.843,22.837,29.201,35.93,40.458,26.536,39.16,45.617,46.483,48.114,66.692,56.404,40.896,41.241,33.313,50.672,18.341,27.251,25.258
WindFarmAt31,26.451,31.234,29.212,28.432,34.468,41.643,34.997,28.852,27.951,37.457,24.406,33.752,18.468,37.551,37.005,35.783,43.496,33.592,46.26,26.076,36.905,24.793,26.785,36.424
WindFarmAt32,30.525,32.597,28.028,26.2,30.56,37.863,20.533,29.129,27.187,33.667,29.702,43.52,45.022,51.827,44.649,38.259,41.016,42.729,27.899,29.076,39.312,28.094,36.457,16.738
WindFarmAt70,27.57,32.632,21.097,30.271,27.141,23.617,36.658,24.5,32.937,28.179,31.384,43.352,25.52,50.932,39.504,58.474,39.6,54.055,44.126,41.708,27.258,26.897,26.379,14.86
WindFarmAt72,28.133,25.635,34.281,29.099,20.43,23.348,30.801,29.432,27.421,16.961,33.052,31.299,43.672,41.238,34.838,68.378,34.612,34.997,38.187,32.545,48.448,44.396,22.851,37.97
WindFarmAt74,36.454,31.006,32.612,30.941,30.52,26.678,36.93,39.339,31.236,22.841,28.426,33.0,53.025,51.034,45.311,43.928,47.898,49.201,46.155,54.43,18.261,36.062,26.475,29.211
WindFarmAt113,29.28,34.063,29.362,21.563,29.259,24.117,39.891,32.95,29.89,22.527,40.65,42.35,43.881,36.307,41.014,55.646,45.438,36.981,38.14,20.174,33.534,40.105,39.637,33.653
WindFarmAt114,30.505,34.762,22.888,24.897,32.386,14.167,29.525,21.728,25.794,29.468,20.464,28.886,41.385,43.725,31.397,38.414,63.958,44.231,45.964,31.304,53.32,49.444,35.792,37.824
WindFarmAt117,37.604,30.619,25.49,27.644,30.133,20.185,30.325,40.631,30.324,33.388,40.829,45.759,26.596,20.903,26.461,39.436,39.209,32.549,40.098,23.406,39.463,46.994,30.423,36.704
WindFarmAt37,47.439,34.752,26.497,27.141,38.845,23.13,27.098,33.393,27.715,31.652,36.193,38.634,33.166,48.453,27.719,50.489,50.216,32.654,27.604,39.83,30.75,15.649,35.827,32.876
WindFarmAt39,26.657,26.657,24.76,28.684,32.139,21.896,31.579,30.579,28.212,28.914,42.966,57.206,32.743,49.933,36.076,37.666,41.829,63.001,31.307,36.256,36.851,32.605,31.024,26.001
