Gen/Hour,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
WindFarmAt1,26.639,25.306,26.77,20.523,39.731,21.03,37.146,22.648,34.031,33.445,44.306,26.546,33.81,38.25,50.813,38.414,41.263,23.474,36.585,34.81,22.099,19.804,44.496,28.529
WindFarmAt4,33.062,25.362,31.539,30.596,29.784,27.851,25.444,20.861,29.269,33.386,34.413,40.307,33.834,57.433,39.424,42.189,58.196,42.801,19.559,51.374,39.891,29.872,44.233,16.87
WindFarmAt5,28.855,39.557,32.893,32.074,33.431,34.16,34.267,41.239,42.266,30.109,24.849,35.649,36.753,35.58,49.466,32.904,55.664,38.153,30.579,35.951,32.615,24.091,22.24,37.673
WindFarmAt7,37.561,26.914,30.017,29.311,34.891,22.436,21.667,24.28,31.202,32.601,39.385,31.708,41.334,46.421,53.296,27.047,51.078,53.037,38.337,30.218,48.43,40.757,45.977,24.206
WindFarmAt8,36.481,31.934,27.543,35.432,30.763,41.821,27.747,31.539,34.804,35.284,46.42,43.997,42.057,50.469,57.413,41.119,34.136,55.017,54.914,46.261,36.113,53.037,19.44,13.9
WindFarmAt11,36.167,30.046,37.977,20.677,25.774,27.792,36.317,32.805,34.161,29.46,32.64,34.27,42.381,21.392,45.377,55.336,44.479,56.008,31.475,56.088,40.3,33.539,24.581,32.654
WindFarmAt12,34.504,31.943,28.438,33.178,33.293,30.731,21.593,34.767,35.933,42.223,27.387,40.239,51.262,57.602,35.724,49.938,35.674,58.697,44.441,24.411,26.261,43.643,23.29,37.496
WindFarmAt14,35.777,35.527,25.038,33.36,27.769,34.95,24.182,24.337,41.86,41.749,20.973,40.826,40.332,50.484,46.581,68.21,36.69,35.251,35.414,35.792,36.368,35.336,55.195,37.929
WindFarmAt15,30.682,39.038,30.367,33.25,31.554,30.694,29.788,43.221,25.794,40.03,20.301,35.77,37.181,39.337,37.118,35.705,41.328,56.871,26.273,20.125,50.608,45.812,32.59,29.978
WindFarmAt21,42.404,23.825,27.093,41.32,24.27,12.977,25.677,35.842,26.706,30.469,35.875,27.74,30.183,38.099,39.502,59.955,74.344,38.631,36.575,42.549,20.239,22.716,33.507,24.984
WindFarmAt25,34.791,31.561,20.335,35.098,21.569,30.753,34.736,36.05,19.024,31.748,28.134,34.961,53.813,43.707,29.369,42.352,51.004,35.861,33.278,28.403,28.398,38.811,47.607,22.454
WindFarmAt28,24.939,34.317,32.37,21.76,25.078,33.815,24.904,24.764,33.298,32.874,44.901,43.593,21.352,25.439,36.057,45.492,46.6,50.177,41.332,21.814,31.847,47.8,39.959,29.423
WindFarmAt31,19.986,40.584,20.685,28.267,27.245,17.903,37.674,26.716,17.774,35.683,31.484,25.6,47.89,29.839,52.02,25.792,46.728,30.231,31.415,25.903,31.246,25.149,51.114,41.392
WindFarmAt32,31.421,26.43,29.949,28.905,33.847,23.681,31.041,26.096,28.864,32.404,24.478,35.549,46.141,40.279,37.629,51.618,54.544,57.139,27.256,43.932,46.551,37.659,38.381,36.568
WindFarmAt70,32.259,21.272,20.17,34.187,20.928,30.083,36.559,19.142,23.966,30.722,34.061,45.621,33.625,40.637,52.799,29.923,19.82,63.422,39.006,36.578,47.279,29.409,48.403,46.731
WindFarmAt72,28.158,32.773,26.757,28.913,36.712,27.391,30.617,32.594,15.565,37.024,24.702,31.467,41.34,38.263,55.171,57.578,36.0,26.786,36.516,30.596,32.827,30.46,20.682,55.871
WindFarmAt74,37.622,31.613,23.131,28.058,22.979,34.242,32.805,30.681,36.524,33.812,35.958,34.079,44.758,37.336,38.352,34.66,69.103,46.919,42.522,33.098,52.438,35.794,41.29,22.518
WindFarmAt113,32.304,26.855,28.757,36.626,16.711,33.494,36.19,33.517,30.454,31.136,31.036,36.996,36.848,28.577,27.812,39.115,41.266,50.432,60.848,42.26,50.63,32.279,32.932,31.408
WindFarmAt114,34.419,29.164,19.129,29.076,24.786,26.771,32.718,35.125,26.531,26.449,39.112,41.411,40.744,57.902,41.416,17.905,56.067,54.01,35.58,45.873,36.431,54.217,21.128,25.544
WindFarmAt117,39.329,33.259,28.275,16.998,27.249,33.215,29.578,32.597,34.672,18.16,29.829,36.143,38.749,47.677,56.716,50.29,33.438,38.309,44.623,46.295,32.378,41.244,24.013,18.394
WindFarmAt37,35.195,28.972,26.232,25.793,35.192,34.712,37.297,23.454,36.947,25.544,34.73,42.943,34.289,39.864,20.314,46.805,66.729,65.861,48.498,27.283,28.147,37.072,24.486,37.381
WindFarmAt39,31.495,25.814,28.127,36.892,32.197,21.471,28.878,20.106,31.488,23.422,25.945,45.415,25.05,23.608,34.755,55.589,29.115,48.518,29.943,37.946,40.804,41.923,55.36,17.196
WindFarmAt43,29.582,29.005,24.521,27.404,32.444,33.351,22.425,37.535,39.159,35.769,36.341,29.049,23.295,29.734,49.081,47.852,45.602,51.059,47.967,29.081,27.365,48.328,30.715,16.403
WindFarmAt45,42.372,33.026,25.519,34.713,37.179,30.303,29.054,25.594,40.177,30.643,46.379,25.677,29.73,41.41,28.032,57.39,27.161,53.222,44.066,32.62,27.258,53.429,47.524,45.551
