Gen/Hour,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
WindFarmAt1,35.654,22.3,28.084,23.201,30.956,31.009,20.527,37.957,34.768,42.309,27.787,36.059,47.91,50.998,40.176,41.478,50.963,55.089,41.274,35.834,37.489,21.715,27.779,26.188
WindFarmAt4,28.752,23.245,22.103,26.902,34.63,31.159,23.799,22.204,40.113,30.742,28.878,43.622,42.559,52.955,47.692,39.636,25.535,37.198,52.911,24.812,43.751,35.441,30.799,21.12
WindFarmAt5,25.639,36.192,24.795,22.489,30.862,32.661,22.517,27.964,23.644,47.36,37.915,38.854,36.463,33.93,45.55,38.209,49.513,37.045,28.059,35.566,40.443,21.489,20.387,21.087
WindFarmAt7,37.427,38.332,23.345,29.074,30.945,30.759,39.683,37.611,47.572,25.854,37.493,49.336,49.467,36.002,27.745,40.295,45.597,64.17,31.365,42.294,31.354,20.467,33.287,43.925
WindFarmAt8,32.704,28.631,28.86,28.883,23.636,49.146,22.755,35.708,40.603,37.544,33.275,36.596,44.802,51.417,36.634,60.729,56.628,33.009,27.631,29.577,37.889,19.674,37.517,35.635
WindFarmAt11,31.615,36.809,26.928,28.624,14.627,26.981,30.641,28.502,41.822,19.474,26.471,35.289,27.675,22.964,46.384,62.178,38.717,44.68,23.751,29.396,49.395,26.066,41.871,27.166
WindFarmAt12,22.666,29.274,31.137,31.907,40.842,27.025,22.972,32.383,28.474,33.727,33.887,35.93,42.062,52.354,40.341,46.402,54.306,26.284,35.666,29.272,33.899,34.739,25.335,40.194
WindFarmAt14,33.551,39.926,24.514,24.916,23.239,31.536,23.28,26.995,33.553,45.642,22.619,26.035,44.196,59.086,51.16,39.765,45.653,46.057,29.074,44.877,33.008,31.719,35.1,51.869
WindFarmAt15,29.792,28.783,36.945,22.454,28.152,31.442,30.278,37.871,30.742,22.07,32.482,33.066,9.503,50.21,48.669,48.373,46.216,43.753,28.703,49.093,33.386,35.432,37.997,37.657
WindFarmAt21,33.548,23.93,21.334,24.983,26.337,25.816,39.647,29.485,33.137,26.776,38.192,31.397,27.081,42.852,44.524,37.935,47.924,33.282,30.186,25.225,44.024,46.028,27.784,36.163
WindFarmAt25,26.092,36.447,34.779,30.479,19.517,29.591,39.979,36.011,26.599,22.931,29.837,31.86,30.916,39.985,37.801,30.071,46.156,42.211,28.6,34.351,20.848,18.952,40.215,24.763
WindFarmAt28,29.861,34.379,34.421,28.175,29.488,28.766,28.81,28.906,34.693,29.218,29.154,18.515,36.66,50.666,56.352,36.11,50.19,40.832,25.966,37.839,39.809,34.765,21.615,28.143
WindFarmAt31,26.18,39.212,30.75,24.367,33.274,26.464,40.612,25.977,20.756,29.976,34.319,29.071,22.136,38.185,27.614,30.577,35.986,44.884,63.066,30.458,22.824,32.233,25.779,43.509
WindFarmAt32,27.095,23.806,32.08,29.554,21.654,24.386,21.133,28.297,43.567,28.749,34.508,38.617,33.819,38.807,30.053,34.367,17.717,56.321,26.613,44.944,38.894,27.352,25.879,57.886
WindFarmAt70,30.967,28.779,27.313,30.661,24.734,36.962,24.706,35.509,33.617,31.664,26.3,25.778,39.484,42.657,55.347,40.154,49.083,35.408,40.017,38.848,18.073,57.15,39.173,41.841
WindFarmAt72,26.725,35.439,30.74,31.98,26.547,36.932,30.745,43.408,33.421,35.677,41.391,23.753,41.742,46.876,67.181,61.521,55.103,51.713,58.223,22.978,42.633,48.212,30.544,32.5
WindFarmAt74,35.896,29.626,25.728,30.949,33.203,22.204,39.367,27.709,44.511,32.322,42.009,44.44,41.58,35.784,51.772,26.568,55.145,28.95,36.012,51.317,42.99,34.973,25.933,30.404
WindFarmAt113,31.62,26.592,27.294,33.933,26.377,32.969,42.62,30.98,34.993,40.1,38.873,30.268,53.522,32.607,43.039,57.88,50.454,36.846,35.404,38.264,42.63,53.251,29.414,37.502
WindFarmAt114,32.651,19.715,20.433,19.949,23.411,35.546,13.631,40.198,27.292,26.296,40.704,56.18,37.262,28.312,37.718,45.315,29.435,39.883,41.485,29.55,40.456,20.947,33.915,26.964
WindFarmAt117,30.644,29.794,30.61,25.282,32.304,26.704,32.106,35.796,28.21,36.656,35.133,38.573,29.665,39.592,57.056,36.042,51.932,50.625,25.743,51.693,33.784,45.233,24.533,27.826
WindFarmAt37,33.206,31.123,24.556,33.464,23.714,21.699,27.826,40.778,40.17,23.897,31.538,41.701,28.618,45.867,43.749,28.637,35.751,48.25,42.355,31.464,24.691,27.089,21.26,24.456
WindFarmAt39,33.34,18.27,26.198,29.983,25.504,27.203,26.58,28.187,24.248,34.886,41.354,34.525,25.944,31.261,34.765,25.677,37.873,50.041,45.749,28.367,39.851,36.374,32.187,19.205
WindFarmAt43,36.522,19.356,22.842,32.553,31.314,24.645,28.629,21.529,30.494,26.684,27.251,32.973,39.611,35.242,24.675,63.88,27.123,47.546,44.669,41.779,34.862,37.314,53.678,22.14
WindFarmAt45,32.252,28.106,18.36,24.957,26.148,44.902,24.975,32.717,47.524,48.723,40.489,40.995,41.566,37.906,44.056,44.608,27.614,39.47,52.266,35.778,40.304,34.705,33.82,34.961
WindFarmAt49,25.382,24.266,29.569,36.301,28.022,17.37,29.239,15.21,36.574,23.205,47.411,25.439,49.105,44.306,36.284,33.186,35.924,56.468,40.299,26.359,27.326,32.991,31.837,39.924
WindFarmAt51,30.771,30.461,17.952,25.729,30.541,27.291,33.781,28.472,31.303,29.751,14.665,33.697,37.393,29.749,46.833,42.942,45.789,51.842,40.47,29.29,45.338,46.987,21.529,29.054
WindFarmAt57,31.482,32.369,25.978,26.671,25.505,23.314,37.195,29.864,37.59,27.055,32.856,31.369,26.976,55.182,42.79,55.462,44.082,50.049,41.311,43.875,24.185,46.481,33.348,34.323
WindFarmAt61,36.75,39.197,24.698,25.101,28.471,27.042,27.677,36.368,24.941,48.167,19.142,41.011,61.188,16.097,42.949,52.078,66.111,37.386,45.899,40.354,36.47,35.233,28.665,36.4
WindFarmAt63,35.886,24.798,23.964,26.486,37.381,30.198,31.106,30.034,40.006,36.866,36.575,35.732,20.73,27.317,55.797,45.261,23.577,44.796,41.431,35.545,41.148,63.791,37.656,23.436
WindFarmAt67,38.104,36.301,26.375,30.109,30.641,23.968,37.832,29.607,26.298,29.134,36.018,37.725,26.737,36.652,44.423,37.301,57.973,64.784,35.619,37.105,48.287,23.822,38.116,44.754
WindFarmAt76,32.689,25.506,30.505,31.993,26.595,35.106,22.073,23.289,30.854,35.168,28.592,52.985,27.148,32.01,36.065,42.568,57.899,52.055,37.935,44.051,49.688,55.973,33.098,12.454
WindFarmAt80,26.441,26.376,34.587,24.371,26.431,23.458,27.9,21.32,39.018,26.626,30.095,33.699,42.627,26.64,41.951,57.835,47.672,31.338,27.24,30.065,31.111,31.632,24.73,17.513
WindFarmAt97,34.719,24.438,26.947,20.061,20.132,28.512,21.805,26.922,39.969,30.228,29.102,42.883,26.463,46.436,33.64,32.307,49.547,50.672,49.282,30.62,30.448,35.494,29.665,43.666
WindFarmAt99,35.707,23.853,23.853,36.103,27.308,30.308,12.605,24.484,40.771,23.309,35.817,32.848,41.82,41.128,32.792,54.286,59.777,29.603,48.045,19.35,36.254,57.225,39.585,22.799
WindFarmAt82,34.819,35.826,34.751,30.515,37.705,30.636,29.368,39.699,20.567,39.701,25.338,16.542,36.757,48.707,42.98,26.148,45.017,47.631,34.88,33.885,22.253,33.681,27.177,36.488
WindFarmAt85,30.279,25.72,26.814,30.56,38.76,31.746,40.551,30.896,36.192,25.959,36.648,28.416,38.039,36.268,33.354,34.563,42.326,49.782,41.201,22.682,31.226,55.411,41.349,23.727
WindFarmAt91,29.26,22.445,24.153,28.817,31.319,33.823,41.434,30.142,33.769,24.784,24.83,27.29,44.122,46.238,32.028,49.492,44.05,26.599,30.499,36.133,20.339,53.303,34.034,35.105
WindFarmAt95,33.375,29.692,25.717,32.302,23.308,39.709,27.038,36.914,34.135,46.519,24.404,38.518,51.107,44.317,41.707,32.475,42.126,30.462,42.855,38.63,37.61,32.009,34.088,18.618
WindFarmAt101,28.956,22.738,33.271,21.382,34.261,23.597,31.154,33.283,25.873,33.398,33.124,41.556,35.006,43.01,30.751,53.12,44.127,76.231,35.992,27.745,40.914,29.959,47.394,33.653
WindFarmAt111,44.463,35.164,21.347,38.91,37.002,28.221,20.903,26.407,29.704,38.458,34.159,27.171,41.533,44.802,25.194,35.691,31.191,48.869,34.391,30.811,45.007,41.356,11.515,17.176
SolarFarmAt9,0.0,0.0,0.0,0.0,0.0,6.027,28.791,72.259,98.899,87.635,88.629,78.774,98.46,85.33,101.274,90.566,41.838,18.903,0.459,0.0,0.0,0.0,0.0,0.0
SolarFarmAt16,0.0,0.0,0.0,0.0,0.0,6.631,31.307,61.161,78.565,68.194,80.383,73.041,94.897,77.499,83.623,92.504,44.549,16.401,0.687,0.0,0.0,0.0,0.0,0.0
SolarFarmAt29,0.0,0.0,0.0,0.0,0.0,6.841,37.371,66.014,92.242,81.231,83.668,90.263,84.707,66.064,104.371,74.599,47.661,14.896,0.687,0.0,0.0,0.0,0.0,0.0
SolarFarmAt73,0.0,0.0,0.0,0.0,0.0,5.964,30.284,57.776,84.116,88.718,97.168,85.945,84.293,97.991,80.861,83.824,50.973,14.342,0.536,0.0,0.0,0.0,0.0,0.0
SolarFarmAt36,0.0,0.0,0.0,0.0,0.0,8.458,29.899,72.068,88.647,113.793,85.893,104.287,85.775,85.022,110.936,77.764,43.542,12.682,0.605,0.0,0.0,0.0,0.0,0.0
SolarFarmAt38,0.0,0.0,0.0,0.0,0.0,6.257,31.065,57.121,74.016,83.39,105.508,110.607,86.731,103.806,85.857,80.9,45.572,12.862,0.719,0.0,0.0,0.0,0.0,0.0
SolarFarmAt40,0.0,0.0,0.0,0.0,0.0,7.122,33.022,52.805,58.828,68.309,89.829,97.088,82.825,82.939,85.229,78.798,46.024,17.196,0.501,0.0,0.0,0.0,0.0,0.0
SolarFarmAt42,0.0,0.0,0.0,0.0,0.0,7.862,28.768,49.935,100.434,97.354,84.996,84.961,80.575,89.521,74.804,76.789,37.37,15.797,0.661,0.0,0.0,0.0,0.0,0.0
SolarFarmAt46,0.0,0.0,0.0,0.0,0.0,6.306,34.199,66.874,64.03,95.797,95.461,80.569,90.987,75.653,80.076,62.596,44.137,11.81,0.58,0.0,0.0,0.0,0.0,0.0
SolarFarmAt48,0.0,0.0,0.0,0.0,0.0,6.789,31.541,60.338,81.518,96.974,81.887,112.736,88.676,97.109,85.811,76.287,46.96,16.096,0.622,0.0,0.0,0.0,0.0,0.0
SolarFarmAt50,0.0,0.0,0.0,0.0,0.0,7.376,38.188,73.901,81.313,85.854,84.341,110.531,108.37,84.421,95.026,72.119,53.22,13.124,0.507,0.0,0.0,0.0,0.0,0.0
SolarFarmAt52,0.0,0.0,0.0,0.0,0.0,6.728,39.282,73.831,79.403,95.05,96.566,93.065,97.825,98.332,87.946,59.432,43.818,15.518,0.635,0.0,0.0,0.0,0.0,0.0
SolarFarmAt54,0.0,0.0,0.0,0.0,0.0,8.612,32.284,63.553,78.282,87.445,93.139,137.588,91.964,75.671,79.846,75.629,51.504,13.764,0.549,0.0,0.0,0.0,0.0,0.0
SolarFarmAt59,0.0,0.0,0.0,0.0,0.0,7.642,31.757,62.106,95.803,86.273,113.734,61.571,96.486,76.029,73.759,53.408,39.021,15.882,0.623,0.0,0.0,0.0,0.0,0.0
SolarFarmAt60,0.0,0.0,0.0,0.0,0.0,6.464,31.409,48.255,74.863,81.42,85.166,88.251,94.21,67.491,77.079,87.349,36.129,12.672,0.533,0.0,0.0,0.0,0.0,0.0
SolarFarmAt64,0.0,0.0,0.0,0.0,0.0,7.039,34.842,63.851,89.3,76.044,78.438,100.983,88.013,92.559,79.324,67.192,43.916,15.353,0.525,0.0,0.0,0.0,0.0,0.0
SolarFarmAt81,0.0,0.0,0.0,0.0,0.0,7.871,33.921,60.857,67.461,85.611,89.278,106.949,99.712,107.265,76.064,72.882,39.609,16.539,0.522,0.0,0.0,0.0,0.0,0.0
SolarFarmAt118,0.0,0.0,0.0,0.0,0.0,7.701,29.979,61.793,71.837,72.496,88.634,95.463,76.811,102.268,70.992,81.052,48.784,16.543,0.631,0.0,0.0,0.0,0.0,0.0
