Gen/Hour,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
WindFarmAt1,37.425,17.818,33.012,29.147,33.906,25.15,36.722,32.534,23.41,29.586,35.876,23.374,44.946,54.739,47.692,36.411,58.278,36.572,61.061,19.698,30.288,28.092,51.52,30.96
WindFarmAt4,39.028,30.071,22.253,29.323,27.263,27.553,23.929,32.952,33.401,35.109,44.86,38.717,51.599,41.828,42.184,27.285,63.538,43.644,47.163,21.127,38.348,29.929,27.443,15.014
WindFarmAt5,39.373,28.737,27.716,23.188,37.148,35.989,21.715,32.338,27.292,25.571,52.743,42.924,36.045,43.384,51.059,62.666,36.461,46.316,50.228,37.869,35.635,37.293,27.971,27.794
WindFarmAt7,27.043,27.405,20.641,23.142,27.471,29.026,32.694,41.765,32.234,29.528,36.497,27.02,36.482,53.328,34.864,58.593,33.634,34.851,35.306,31.506,18.886,27.69,24.381,28.59
WindFarmAt8,33.383,37.131,33.885,23.032,29.635,27.636,28.631,23.607,28.803,32.168,35.978,21.249,45.196,49.098,34.72,60.142,35.456,43.397,36.802,20.565,25.532,28.566,13.269,14.376
WindFarmAt11,33.499,30.76,28.864,20.005,33.116,22.219,27.572,28.369,41.946,36.923,24.288,41.26,42.203,44.737,38.103,28.293,59.5,32.743,42.676,26.625,38.189,20.746,35.04,23.878
WindFarmAt12,33.591,30.786,33.928,27.628,33.121,28.573,27.453,27.528,25.955,33.077,39.409,30.559,30.283,35.224,22.762,31.213,59.046,61.058,29.595,38.983,51.018,34.806,36.198,36.074
WindFarmAt14,39.42,33.224,22.624,26.817,31.396,29.832,32.462,34.137,35.424,34.452,18.476,22.71,20.848,24.757,46.04,50.108,44.971,32.906,29.203,20.526,22.583,51.891,34.164,37.161
WindFarmAt15,39.346,28.352,32.604,21.761,31.446,27.743,28.027,36.219,27.828,50.5,26.385,29.405,44.804,49.209,59.946,53.134,34.969,52.53,44.908,57.536,27.284,27.74,52.698,37.09
WindFarmAt21,28.83,33.355,24.4,40.096,30.182,36.317,31.671,27.457,29.983,28.431,35.256,55.416,32.871,35.059,45.688,36.269,66.775,28.721,37.544,34.268,36.052,32.946,47.641,49.322
WindFarmAt25,23.461,32.687,35.945,24.828,25.02,25.582,37.194,26.442,22.615,22.501,30.756,24.989,17.544,37.825,36.046,22.397,49.862,51.768,39.127,35.891,41.457,25.02,32.508,25.485
WindFarmAt28,28.76,29.176,31.607,25.095,31.875,34.656,28.224,28.951,30.424,31.656,38.983,32.764,46.886,48.019,33.21,44.701,59.959,38.664,24.735,20.116,37.296,39.736,30.757,36.058
WindFarmAt31,35.59,29.177,25.09,19.158,29.88,32.655,28.502,33.749,36.045,32.763,35.899,40.483,37.366,24.279,66.636,32.281,38.678,48.712,33.524,20.189,43.974,20.513,35.369,32.531
WindFarmAt32,37.693,31.106,31.002,24.041,29.705,33.355,27.802,24.506,20.607,18.942,26.326,37.027,48.856,49.391,61.314,43.167,35.89,45.638,36.255,36.105,41.038,43.816,23.185,33.058
WindFarmAt70,26.711,24.003,28.856,20.424,32.564,26.779,30.556,33.825,26.238,26.016,29.5,26.045,22.599,48.524,43.897,58.086,32.487,28.829,23.09,41.958,28.09,33.478,39.284,38.152
WindFarmAt72,31.531,30.507,25.765,20.635,27.953,27.279,37.652,26.486,27.766,24.749,20.84,49.202,30.434,39.555,42.591,41.484,33.368,48.632,36.687,40.945,33.758,21.265,21.805,39.201
WindFarmAt74,44.251,23.329,25.072,32.63,24.697,24.425,32.725,37.106,14.675,40.101,19.461,25.897,55.441,11.562,49.264,57.224,55.752,33.224,39.59,33.285,34.147,46.503,32.887,20.445
WindFarmAt113,27.881,30.343,24.652,32.428,28.218,28.321,23.62,33.013,20.974,34.576,36.847,47.031,32.711,20.696,42.423,62.745,52.862,48.579,38.618,40.571,42.729,18.813,35.446,24.955
WindFarmAt114,32.259,24.06,26.986,22.869,31.004,34.725,19.936,42.397,28.663,31.609,39.602,47.218,36.728,21.421,48.028,50.794,56.595,49.633,33.755,33.852,34.633,28.791,29.879,41.538
WindFarmAt117,30.05,22.269,30.07,24.203,26.125,21.137,25.827,41.497,36.29,24.582,41.899,34.554,45.843,69.248,57.563,42.396,34.284,28.309,45.909,37.383,17.954,40.419,36.442,23.713
WindFarmAt37,36.871,32.122,26.206,36.011,19.947,36.976,34.014,32.769,36.544,35.593,31.183,35.816,46.03,38.637,44.555,41.906,29.583,32.308,35.741,31.151,32.588,35.228,41.211,20.117
WindFarmAt39,33.049,29.691,26.173,28.723,35.952,29.35,27.228,35.322,13.437,25.764,32.793,40.762,28.921,40.464,28.162,38.422,31.067,60.115,38.048,36.003,29.206,25.849,45.04,16.366
