Gen/Hour,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
WindFarmAt1,29.511,30.143,26.685,30.349,27.284,27.578,26.892,39.821,36.589,24.203,31.434,34.626,38.04,58.23,44.832,53.561,48.338,53.522,32.574,43.345,26.032,25.448,8.386,23.257
WindFarmAt4,33.072,19.976,27.802,17.517,28.609,25.558,32.461,21.439,22.766,26.08,31.656,30.781,40.285,53.336,50.013,35.914,42.467,31.309,50.469,29.579,39.681,45.285,45.546,24.358
WindFarmAt5,29.191,30.198,30.563,26.08,26.334,29.989,27.329,25.973,27.787,15.528,39.576,37.827,27.351,54.526,30.145,56.289,48.605,39.153,53.007,64.019,32.39,39.39,28.046,33.005
WindFarmAt7,30.731,34.277,35.744,21.065,24.885,26.965,26.624,38.273,37.186,29.351,35.632,47.163,41.646,32.637,40.983,51.423,23.282,54.732,43.415,54.122,46.372,23.535,28.907,30.864
WindFarmAt8,27.113,31.98,35.593,30.611,30.011,27.706,15.618,32.501,36.443,35.649,34.96,42.158,62.629,41.185,32.714,42.908,51.398,27.41,33.165,35.018,43.311,26.353,27.203,23.503
WindFarmAt11,24.761,25.818,31.614,39.991,31.37,35.358,19.315,34.464,28.051,33.273,29.481,33.479,36.708,31.024,37.302,43.733,26.466,45.445,39.851,35.394,31.93,44.562,27.615,37.177
WindFarmAt12,27.093,30.337,22.181,22.521,38.948,27.418,30.272,36.405,24.707,30.707,24.173,38.342,37.641,49.396,40.64,16.09,41.926,24.358,44.257,58.869,30.841,43.621,25.539,30.981
WindFarmAt14,26.607,29.585,25.688,33.73,20.044,32.614,32.227,21.437,29.198,21.256,33.494,51.653,29.884,51.708,58.4,40.041,38.8,58.454,53.177,47.491,29.634,38.254,42.14,43.731
WindFarmAt15,25.33,34.803,19.592,29.182,29.064,22.947,25.578,31.085,20.759,36.814,43.074,36.573,42.037,38.407,39.82,25.957,32.019,35.44,50.326,32.802,42.27,66.341,23.461,38.099
WindFarmAt21,22.01,28.502,19.758,33.399,21.09,28.448,28.289,26.095,33.51,31.269,38.925,44.073,42.295,34.413,55.031,38.015,50.756,52.828,47.556,38.265,48.351,15.868,46.602,14.883
WindFarmAt25,27.039,27.194,36.202,34.106,31.971,29.703,29.562,32.343,32.05,32.215,34.81,32.343,40.753,43.187,53.878,54.743,50.056,71.784,32.444,28.804,48.091,31.792,16.404,26.827
WindFarmAt28,36.184,25.076,28.151,31.421,35.165,24.495,24.93,37.222,37.876,32.784,25.692,39.855,42.653,47.906,45.513,45.747,40.598,50.978,56.327,22.55,27.078,28.408,39.302,10.699
WindFarmAt31,29.92,33.156,27.434,21.75,35.747,30.928,26.891,20.336,38.474,40.703,21.948,29.9,44.861,46.865,48.863,43.139,27.282,57.072,43.322,18.946,36.132,26.56,44.496,25.535
WindFarmAt32,19.197,28.561,26.232,27.581,22.502,23.314,28.381,25.397,22.301,34.435,22.504,35.249,49.05,39.701,59.828,35.124,6.107,49.976,46.903,32.699,42.51,46.621,23.101,32.975
WindFarmAt70,28.575,35.581,22.692,33.942,25.794,25.489,32.494,28.975,37.554,31.06,36.779,33.194,14.99,29.042,32.216,42.493,47.694,42.308,30.198,22.673,32.616,43.033,20.783,35.076
WindFarmAt72,31.54,28.18,27.873,25.789,27.639,32.56,34.256,34.895,30.453,30.807,34.211,33.438,72.276,54.29,38.025,54.597,30.327,35.644,34.727,31.179,46.666,51.824,36.356,27.92
WindFarmAt74,37.506,25.626,30.131,31.655,24.856,37.459,26.691,26.579,20.186,24.39,37.781,14.262,38.187,44.596,29.719,50.165,36.469,51.253,39.255,24.695,26.329,28.406,15.705,25.419
WindFarmAt113,32.199,31.557,25.312,27.102,32.657,25.958,35.932,32.394,23.204,33.796,32.253,34.442,49.636,47.879,40.989,49.523,28.881,70.706,24.585,30.588,38.891,31.217,42.089,37.354
WindFarmAt114,29.04,23.298,24.71,27.016,34.068,31.492,39.328,37.365,24.847,27.876,32.888,41.08,44.843,45.226,50.689,53.376,60.356,35.1,48.102,39.595,44.719,43.379,28.378,24.002
WindFarmAt117,33.586,29.715,30.655,20.399,25.505,25.986,28.248,30.394,31.767,41.504,37.913,33.464,37.298,57.843,36.356,38.958,21.623,52.751,40.269,37.312,35.805,36.129,37.637,32.277
WindFarmAt37,34.495,34.194,24.876,29.616,26.188,25.797,26.386,39.271,26.994,23.512,29.9,52.687,52.157,36.906,52.63,21.912,34.067,43.05,23.48,22.892,39.593,40.428,50.709,30.002
WindFarmAt39,24.17,29.926,28.93,30.751,26.876,33.966,25.563,34.259,32.025,35.879,25.988,45.007,26.483,34.843,37.836,55.478,55.052,70.068,33.668,23.001,31.467,35.41,24.622,36.6
WindFarmAt43,28.478,26.961,22.731,30.987,18.95,28.112,29.362,30.816,31.053,31.745,42.955,34.069,35.978,30.246,47.584,40.777,28.987,42.32,30.514,27.623,23.339,32.285,34.76,38.136
WindFarmAt45,32.343,22.065,24.436,19.241,22.675,40.966,28.318,28.751,37.873,28.671,36.69,35.765,36.889,51.708,44.472,56.703,40.958,46.628,37.3,27.683,47.119,43.754,30.663,33.217
WindFarmAt49,24.314,33.739,29.402,33.075,44.505,26.026,35.376,33.996,28.861,30.679,38.296,34.018,31.489,41.051,35.409,52.37,25.995,37.129,44.057,35.241,25.811,50.626,19.489,52.761
WindFarmAt51,34.322,36.298,24.229,32.384,22.623,23.932,19.918,32.509,23.568,36.785,40.975,31.06,38.322,39.175,33.174,37.966,54.672,71.042,52.081,32.252,50.176,42.005,28.348,34.559
WindFarmAt57,27.032,30.646,22.61,28.417,16.874,30.227,27.8,31.417,46.245,34.064,39.499,41.172,37.291,45.699,45.254,45.986,47.125,30.314,44.067,28.0,57.726,47.251,22.564,39.398
WindFarmAt61,39.561,35.623,23.911,31.942,30.02,42.042,32.383,28.546,21.494,24.203,34.217,39.741,47.853,39.293,27.44,42.774,40.967,30.349,54.328,36.843,36.597,23.496,33.86,35.46
WindFarmAt63,28.675,27.595,31.036,26.76,29.248,29.877,28.452,33.557,44.738,28.817,31.124,33.187,40.085,19.303,59.805,37.992,22.34,44.668,15.552,23.808,39.541,42.178,33.639,22.389
WindFarmAt67,40.413,41.659,23.283,31.584,40.887,36.871,28.654,44.613,33.721,23.212,34.937,38.953,54.56,32.471,39.624,56.276,48.65,68.485,16.266,42.263,16.224,12.836,29.765,27.571
WindFarmAt76,30.179,22.451,31.43,24.342,25.896,34.201,30.846,38.332,38.997,32.709,31.14,32.654,36.874,46.229,45.144,41.389,72.877,47.639,35.907,41.931,36.254,20.041,37.05,19.431
WindFarmAt80,22.737,32.541,22.79,25.472,24.769,25.378,15.114,25.512,34.175,19.549,44.033,43.924,37.51,30.166,25.414,52.318,25.824,49.69,31.119,30.067,41.299,23.337,29.115,38.962
WindFarmAt97,34.451,24.707,24.029,31.894,36.663,31.876,21.848,25.864,28.251,25.562,28.212,39.663,36.623,58.245,39.018,37.746,27.489,58.991,57.155,32.796,29.693,46.18,23.667,16.4
WindFarmAt99,26.889,31.159,29.802,25.318,21.84,28.205,25.209,34.344,28.011,28.892,25.018,28.341,29.183,36.224,64.961,42.974,63.847,48.515,38.87,17.847,45.983,47.442,23.859,29.475
WindFarmAt82,33.977,40.174,29.651,20.718,32.322,27.625,35.883,26.588,34.583,38.395,40.333,35.699,44.282,48.17,43.137,43.837,45.855,37.667,25.646,61.361,51.837,30.21,15.252,42.532
WindFarmAt85,33.292,31.494,30.478,22.635,33.554,26.915,32.895,34.044,24.203,29.332,41.578,34.022,32.013,44.424,51.931,54.35,67.049,24.052,53.628,28.898,33.527,31.421,36.925,37.733
WindFarmAt91,43.324,25.901,27.404,21.902,28.792,32.257,36.462,27.481,23.135,24.313,17.768,42.016,36.218,34.839,45.329,39.72,38.543,45.543,41.959,31.039,31.043,22.178,17.379,40.0
