Gen/Hour,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
WindFarmAt1,28.981,32.451,35.608,26.378,34.352,28.285,41.639,25.715,17.993,43.172,33.163,47.338,43.294,33.427,56.432,31.948,56.734,18.425,49.514,30.56,46.345,38.123,41.84,35.125
WindFarmAt4,33.788,25.585,29.535,27.394,31.19,22.45,23.699,20.096,25.72,22.929,25.428,41.221,24.96,35.742,51.604,43.999,70.168,26.953,34.986,28.495,40.583,17.214,31.166,35.062
WindFarmAt5,32.295,30.062,22.274,23.56,31.331,37.761,25.118,36.266,18.606,37.298,40.802,38.564,29.625,46.973,33.3,53.076,37.526,41.245,25.233,25.614,50.603,34.75,25.581,20.708
WindFarmAt7,33.181,30.242,24.478,20.595,29.538,25.251,20.296,33.357,34.344,35.972,40.568,47.799,28.862,40.803,32.679,47.92,58.454,46.925,27.146,25.897,43.383,26.551,23.612,29.412
WindFarmAt8,40.113,33.524,25.677,26.403,32.36,36.564,23.547,33.075,38.75,39.049,35.317,35.893,35.296,45.977,33.025,41.704,54.369,48.26,30.61,42.366,47.787,61.178,21.005,34.295
WindFarmAt11,29.764,34.196,36.636,33.115,21.507,33.822,26.667,22.434,37.086,25.355,39.828,24.436,41.445,26.576,38.297,43.446,56.633,43.001,32.828,34.111,25.105,48.469,25.104,30.191
WindFarmAt12,25.516,29.989,31.522,24.465,41.094,32.933,26.534,27.058,30.124,36.619,31.183,41.617,22.847,47.037,60.838,54.894,39.182,51.758,50.951,43.206,26.488,29.39,48.092,27.554
WindFarmAt14,34.385,40.343,30.896,26.707,21.938,32.817,26.113,22.71,34.702,37.013,19.473,36.008,41.033,41.601,52.638,52.097,57.883,26.502,34.172,42.243,22.994,36.873,47.542,32.38
WindFarmAt15,22.902,28.979,26.397,24.367,29.729,28.969,26.191,41.509,30.689,38.782,45.987,37.496,29.102,58.824,34.143,41.155,49.666,57.746,35.335,39.055,45.163,28.969,31.361,41.454
WindFarmAt21,31.104,21.604,30.765,35.988,30.552,24.159,29.523,40.395,27.12,26.362,22.462,22.463,25.334,52.859,32.669,50.828,60.139,33.521,36.462,38.067,43.049,28.859,32.896,24.014
WindFarmAt25,35.227,31.76,32.912,34.028,31.856,31.757,34.947,35.579,29.396,36.206,29.557,38.352,29.954,45.376,34.791,21.071,52.298,47.709,26.508,38.294,20.648,38.673,28.425,39.004
WindFarmAt28,28.118,20.044,30.297,24.594,35.613,25.277,30.276,22.444,37.811,35.699,32.58,25.643,28.628,24.747,43.472,58.865,34.807,37.334,24.432,14.886,23.83,35.134,42.024,20.175
WindFarmAt31,30.889,32.556,26.92,35.919,20.328,35.187,28.962,29.366,27.752,22.434,36.657,41.666,58.086,50.451,51.606,42.193,50.692,29.398,27.957,35.037,36.614,46.46,36.396,40.622
WindFarmAt32,27.668,31.006,29.239,25.682,35.057,42.352,44.798,34.33,37.257,44.351,18.228,36.17,40.226,39.583,55.535,32.123,53.55,46.453,30.576,32.294,28.027,32.434,30.401,39.683
WindFarmAt70,27.836,29.655,20.37,29.617,23.995,27.366,27.651,30.75,28.941,31.508,36.841,36.328,31.563,58.076,34.586,38.165,37.754,42.083,30.15,30.785,36.236,17.961,37.489,30.645
WindFarmAt72,34.226,33.088,25.662,29.419,26.049,32.719,33.429,38.777,34.827,22.732,28.16,42.229,38.515,51.771,11.477,59.173,40.87,41.506,55.937,36.428,41.545,35.238,31.837,41.201
WindFarmAt74,31.208,26.769,29.2,29.983,32.405,31.79,25.072,39.88,31.579,34.28,35.751,32.229,45.175,38.258,42.276,32.271,38.944,34.949,39.66,28.651,34.566,33.222,40.352,21.066
WindFarmAt113,24.284,33.89,39.087,28.633,28.371,30.38,37.514,29.508,29.643,24.082,21.729,30.518,39.18,28.939,44.621,48.655,49.739,70.806,37.839,47.391,18.02,56.244,36.999,19.44
WindFarmAt114,40.303,28.254,29.289,23.019,31.27,29.465,23.719,38.121,40.24,21.118,42.991,24.211,41.587,53.198,44.094,37.523,35.009,17.437,46.676,20.451,51.477,43.439,27.104,17.139
WindFarmAt117,30.986,33.311,31.424,28.285,30.008,44.969,40.064,32.887,26.481,32.046,33.317,37.73,38.782,26.223,45.739,32.41,49.219,44.742,34.792,23.12,39.648,43.536,32.705,31.62
WindFarmAt37,38.909,33.206,30.042,25.074,43.079,21.932,26.111,36.44,33.644,31.964,24.36,46.257,44.32,38.363,72.764,58.888,65.156,38.644,43.904,51.466,18.903,34.691,9.441,11.179
WindFarmAt39,24.061,21.902,27.84,23.415,30.079,34.462,29.528,17.96,42.358,38.734,37.69,29.836,23.599,38.492,28.192,43.873,34.868,46.166,36.31,33.976,27.213,43.392,41.27,30.789
WindFarmAt43,28.051,28.357,31.37,33.532,27.881,21.427,35.028,35.708,30.269,27.232,20.219,40.925,48.906,40.163,39.516,80.023,38.615,46.854,40.74,40.092,42.198,35.37,25.836,19.132
WindFarmAt45,37.343,24.331,29.987,19.443,35.588,35.386,15.068,30.747,28.054,32.171,50.683,45.529,30.838,31.629,30.299,58.575,20.047,30.814,35.609,30.424,37.172,60.077,33.98,22.042
WindFarmAt49,24.44,27.44,26.974,29.082,41.259,28.58,23.698,25.833,35.745,27.152,34.65,23.034,32.765,38.799,37.925,30.863,39.563,47.905,35.323,25.074,37.159,34.619,37.579,17.286
WindFarmAt51,28.422,29.153,27.466,27.901,26.517,22.049,38.386,32.584,38.979,42.494,41.135,33.163,38.839,38.358,52.15,23.802,37.508,50.499,35.619,30.282,36.844,39.693,42.82,36.638
WindFarmAt57,28.927,28.147,26.313,26.565,21.246,32.152,39.525,25.414,28.764,22.816,26.57,34.298,36.266,36.866,32.431,35.714,51.474,57.675,34.078,31.335,28.783,29.515,31.404,26.423
WindFarmAt61,29.151,39.484,28.663,29.097,22.146,25.534,32.405,23.014,27.73,31.638,31.132,39.733,29.515,40.816,49.858,36.395,38.426,32.052,54.603,8.18,29.283,30.464,35.819,23.636
WindFarmAt63,31.401,29.167,28.629,25.274,25.208,19.93,36.101,29.516,32.939,37.253,28.295,35.86,35.656,27.583,37.837,30.397,39.277,49.784,46.42,43.015,44.315,36.128,32.047,38.827
WindFarmAt67,39.125,26.07,30.5,29.831,22.259,24.567,31.374,23.523,24.954,43.122,29.634,49.517,55.15,22.39,51.355,39.948,34.159,52.077,15.514,47.456,40.128,29.81,16.888,41.58
WindFarmAt76,26.3,23.875,21.701,33.712,27.611,29.356,20.823,28.323,30.099,26.473,33.943,34.439,37.5,23.691,51.325,21.159,50.239,24.454,41.809,27.477,35.914,20.906,45.662,30.937
WindFarmAt80,28.615,28.215,31.476,28.133,21.077,26.907,32.319,23.012,34.266,25.853,34.142,32.906,45.66,34.259,46.556,42.766,54.325,36.592,23.905,28.325,19.867,38.468,25.517,19.258
WindFarmAt97,28.927,33.894,28.825,30.947,32.015,32.819,10.871,34.817,31.162,38.377,24.012,26.14,36.9,59.181,53.528,49.779,51.15,52.171,39.813,23.121,35.15,38.193,44.835,24.015
WindFarmAt99,31.522,27.031,29.42,28.037,16.761,30.094,27.073,32.846,32.229,25.654,27.389,28.141,51.322,25.85,50.351,42.83,47.349,34.045,42.638,44.671,27.769,27.501,39.892,25.695
WindFarmAt82,31.264,31.884,29.825,31.462,24.287,32.737,31.59,25.989,32.2,56.823,39.704,27.286,53.662,55.041,37.97,33.411,23.611,48.544,42.855,32.984,23.177,29.028,35.178,50.036
WindFarmAt85,34.91,29.262,19.673,33.8,26.121,37.198,31.038,20.764,25.051,25.799,22.831,31.874,39.292,30.553,43.669,59.397,61.381,29.753,42.934,32.898,39.42,60.132,20.311,40.034
WindFarmAt91,30.313,26.476,30.459,25.333,32.483,22.894,21.855,29.857,38.561,34.035,47.692,35.688,25.544,38.173,44.939,42.024,45.168,67.289,46.222,29.297,22.272,36.579,23.834,41.837
WindFarmAt95,34.453,28.016,30.555,29.256,29.463,35.416,25.021,28.884,30.34,29.406,39.369,59.698,35.016,57.794,33.566,60.672,37.652,72.92,29.0,45.731,23.518,7.476,37.166,26.46
WindFarmAt101,24.104,33.153,27.681,24.009,28.185,30.808,32.542,38.884,20.323,26.481,32.884,45.11,56.342,57.884,48.146,33.484,41.025,28.271,35.448,28.094,41.536,33.37,42.037,42.105
WindFarmAt111,31.723,39.606,24.916,26.879,24.742,33.737,24.288,35.907,33.423,29.37,34.387,21.056,32.524,36.635,33.096,41.564,38.782,34.742,34.688,29.479,45.369,38.367,38.546,20.267
SolarFarmAt9,0.0,0.0,0.0,0.0,0.0,9.2,25.482,62.577,87.515,75.293,92.29,86.284,76.894,79.115,81.719,81.556,36.179,14.652,0.646,0.0,0.0,0.0,0.0,0.0
SolarFarmAt16,0.0,0.0,0.0,0.0,0.0,7.042,24.52,73.929,80.795,91.654,81.791,101.024,87.342,97.515,95.178,87.864,48.431,14.246,0.732,0.0,0.0,0.0,0.0,0.0
SolarFarmAt29,0.0,0.0,0.0,0.0,0.0,6.17,28.962,61.849,87.858,74.419,101.231,111.569,93.483,71.916,87.105,68.899,42.825,10.674,0.54,0.0,0.0,0.0,0.0,0.0
SolarFarmAt73,0.0,0.0,0.0,0.0,0.0,5.884,35.727,81.753,68.015,82.338,91.94,106.911,99.445,94.355,77.746,99.4,52.297,13.046,0.569,0.0,0.0,0.0,0.0,0.0
SolarFarmAt36,0.0,0.0,0.0,0.0,0.0,6.421,31.52,64.725,86.553,91.276,80.578,84.549,85.445,89.252,96.368,84.941,40.93,11.321,0.496,0.0,0.0,0.0,0.0,0.0
SolarFarmAt38,0.0,0.0,0.0,0.0,0.0,6.927,31.991,64.258,87.118,77.896,81.718,98.447,90.98,104.546,73.811,84.093,31.517,16.182,0.669,0.0,0.0,0.0,0.0,0.0
SolarFarmAt40,0.0,0.0,0.0,0.0,0.0,8.357,28.394,58.581,103.422,85.763,81.901,68.159,93.171,69.933,77.132,79.222,41.008,16.719,0.544,0.0,0.0,0.0,0.0,0.0
SolarFarmAt42,0.0,0.0,0.0,0.0,0.0,9.093,27.984,56.635,84.567,99.581,87.219,101.842,111.271,87.479,91.372,82.907,37.993,13.785,0.627,0.0,0.0,0.0,0.0,0.0
SolarFarmAt46,0.0,0.0,0.0,0.0,0.0,7.202,35.692,53.432,66.859,109.565,86.643,79.873,124.992,97.216,86.692,57.124,44.275,13.527,0.413,0.0,0.0,0.0,0.0,0.0
SolarFarmAt48,0.0,0.0,0.0,0.0,0.0,6.707,27.929,77.737,75.385,100.894,102.704,98.639,74.774,85.142,68.292,73.108,41.583,14.336,0.622,0.0,0.0,0.0,0.0,0.0
SolarFarmAt50,0.0,0.0,0.0,0.0,0.0,6.12,31.32,77.937,80.884,83.818,72.479,138.206,74.887,81.128,76.864,86.836,31.999,13.798,0.648,0.0,0.0,0.0,0.0,0.0
SolarFarmAt52,0.0,0.0,0.0,0.0,0.0,6.449,27.177,55.998,68.159,95.436,76.168,87.054,111.343,77.681,85.124,69.523,40.002,13.655,0.573,0.0,0.0,0.0,0.0,0.0
SolarFarmAt54,0.0,0.0,0.0,0.0,0.0,7.639,33.247,77.334,72.465,97.369,105.82,89.169,100.963,80.96,85.853,80.361,42.595,14.258,0.583,0.0,0.0,0.0,0.0,0.0
SolarFarmAt59,0.0,0.0,0.0,0.0,0.0,7.306,28.469,59.941,86.412,94.112,75.447,89.756,72.595,70.933,78.172,70.352,38.184,15.147,0.66,0.0,0.0,0.0,0.0,0.0
SolarFarmAt60,0.0,0.0,0.0,0.0,0.0,6.644,31.101,56.882,73.089,81.906,105.512,98.932,92.602,80.124,59.809,73.704,39.585,12.681,0.583,0.0,0.0,0.0,0.0,0.0
SolarFarmAt64,0.0,0.0,0.0,0.0,0.0,7.03,32.738,58.025,91.084,98.677,83.472,82.272,90.091,112.842,111.569,78.702,39.04,12.363,0.675,0.0,0.0,0.0,0.0,0.0
SolarFarmAt81,0.0,0.0,0.0,0.0,0.0,8.776,31.597,91.059,98.513,77.681,87.458,94.317,82.431,67.813,108.141,69.359,42.829,15.809,0.562,0.0,0.0,0.0,0.0,0.0
SolarFarmAt118,0.0,0.0,0.0,0.0,0.0,6.217,35.896,47.566,76.936,108.768,94.153,112.511,78.313,90.126,87.928,71.991,40.681,14.445,0.698,0.0,0.0,0.0,0.0,0.0
SolarFarmAt88,0.0,0.0,0.0,0.0,0.0,5.927,30.315,68.479,72.386,120.163,91.688,91.418,108.433,89.797,73.092,76.267,38.751,10.862,0.671,0.0,0.0,0.0,0.0,0.0
SolarFarmAt104,0.0,0.0,0.0,0.0,0.0,6.589,33.763,62.286,95.051,95.48,87.392,89.114,97.916,103.364,86.368,79.548,46.957,12.528,0.703,0.0,0.0,0.0,0.0,0.0
Total Wind,1234.7350000000001,1195.9770000000003,1150.5030000000002,1118.933,1156.5499999999997,1212.2580000000003,1160.4029999999998,1214.2789999999998,1250.1509999999998,1299.854,1310.7429999999997,1438.4010000000003,1503.1100000000001,1618.9610000000002,1709.2950000000003,1729.0800000000002,1833.4110000000005,1688.004,1469.1960000000001,1320.328,1378.1009999999999,1436.4959999999999,1331.9930000000002,1198.9660000000003
Total Solar,0.0,0.0,0.0,0.0,0.0,141.7,613.8240000000001,1310.9830000000002,1643.0659999999998,1842.089,1767.6039999999998,1910.0460000000003,1847.371,1731.2370000000003,1688.335,1555.7570000000003,817.661,274.03400000000005,12.213999999999999,0.0,0.0,0.0,0.0,0.0
Total Renovable,1234.7350000000001,1195.9770000000003,1150.5030000000002,1118.933,1156.5499999999997,1353.9580000000003,1774.2269999999999,2525.2619999999997,2893.2169999999996,3141.943,3078.3469999999998,3348.4470000000006,3350.481,3350.1980000000003,3397.63,3284.8370000000004,2651.0720000000006,1962.038,1481.41,1320.328,1378.1009999999999,1436.4959999999999,1331.9930000000002,1198.9660000000003
