Gen/Hour,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
WindFarmAt1,28.684298384123423,27.19457477451699,29.633065189497398,26.18955851693067,29.97008400967234,29.34896309263305,26.748392619680942,31.069585818255874,29.43374705536078,31.933502163422503,35.44033452087609,34.04558898905118,38.35020030033356,42.30086642260638,43.007237337643545,42.88031942831686,47.456646873790625,39.868165814184316,39.0947299278163,32.561532187414635,37.55425596213018,32.73081425318762,33.22723878590128,31.919292052800227
WindFarmAt4,32.98736229319285,27.609590633877996,30.1728118787989,27.34403643667956,29.531060853971187,28.607285627202383,29.180725983102807,27.332178449464063,30.284152672442236,29.720091879803373,30.386674487993982,32.81198648239263,38.540253204226715,43.78667036712547,42.49728973901902,38.70854151692357,49.56762497945227,43.34215324258695,39.784267453176035,36.27817541056046,33.89262997425124,34.07487289370085,31.08793213221803,28.342340584174313
WindFarmAt5,30.201302915488007,30.216887836808205,27.65648649818595,27.87257637721748,31.23474238761003,31.585165746151254,27.199662578449367,29.39850310547352,31.593022072128488,32.27782463873222,34.13917005017321,39.91891275416647,37.187681570171364,38.442406454120395,41.34365217052171,46.70827182046109,44.18586476381239,39.578993889792336,36.830854176462005,36.60474820146062,34.02438690718151,31.961034462768325,29.837775766668877,30.09350654404287
WindFarmAt7,33.81397499433127,32.05143091594877,30.38736802715704,26.743757556731467,27.75118733784752,26.324897757865223,29.67278192394227,31.91175594258223,30.244213869359125,28.85105525365166,33.408332860116175,37.96373367401346,39.8121931666337,40.24087220361492,39.423712308533176,42.97511125518378,47.49242545749073,44.851772252640494,38.58710906157284,36.873810655659874,34.19415186991383,32.40935028119624,29.679360286268253,29.934454475754006
WindFarmAt8,32.481903871890054,29.8246435645571,29.082471885546067,30.01039863426051,29.227366833616347,31.572163663393983,26.450905568270276,28.380277817815973,32.68834033368778,34.91881812721626,34.915688892289495,38.46496247050097,40.89207482867824,44.09692912967538,41.390438036975695,42.07114561646498,47.98268389319783,43.595702735913726,39.19904143532283,31.841500365889104,35.97134895167678,37.44075050849699,29.93906957817529,28.208819709136073
WindFarmAt11,29.955115788866827,30.215329761344684,29.232744103991433,30.121127816935083,28.052025662662796,28.900005708541816,28.574719601115305,27.225002991746326,31.44268978391461,30.967688403104592,30.65342129933403,33.1492373736753,37.944569399085296,41.16232496204478,41.72478516842348,42.32248450548523,48.80392675878723,38.97354447939641,40.66303643455567,36.761374851754326,35.84857505365359,33.3045159625946,32.063261603495185,32.730135101473245
WindFarmAt12,30.943170470265613,31.001988853940112,26.481467559946594,27.86925458751115,30.12686564475561,30.369049170605255,26.278242869411667,29.81332649506705,32.84296604189241,30.788467162051404,32.208699154030576,37.84804155083056,35.31253967576155,42.64520093894777,42.21195126216108,41.58317378701588,47.779024035071195,40.73200360652142,40.94266906126816,36.98746179062972,39.480654678144475,32.19512787989655,31.375208384505353,31.00153192566154
WindFarmAt14,32.14487319842481,32.23261720627651,26.598222776263015,29.67477199691377,27.368372648196218,31.418649454918672,26.106455529916147,26.882703426199093,31.73951808047861,34.74160461258732,30.255832962309015,35.046054081442485,37.24219817556228,39.180385086833134,43.663574425837176,45.797676649223256,49.34737867685328,38.9847699534672,36.231842179517876,35.51123522363847,36.10851667652099,38.36584157332771,35.74135519930203,33.73550703154191
WindFarmAt15,30.676365198446977,31.162142332468953,29.047352646074415,26.818073394843225,29.413048551652462,27.43160379506716,25.946317248563293,30.43156129025721,28.369494650178805,34.8361884741425,35.19495007059144,32.92360058967084,36.65061634384617,42.87716332071922,43.03865985930843,39.70175621791058,43.30241790236504,41.72802696956995,39.274483281090035,33.58160079425859,37.02280714501794,38.847413722816135,33.9630115392642,31.077884352720684
WindFarmAt21,30.545436725545112,27.055908337536287,27.57635754363182,30.931162940642217,26.658081062931927,27.826886813192008,29.924123549333558,30.25212569270948,29.4510816422012,34.513468845663404,34.159233928066286,35.13812990011715,35.79355926385198,39.7606450096216,41.48535715706258,39.77297123129113,47.66460226081331,41.08478454272978,37.63603563965544,33.05056826662605,37.42859846799426,32.74183614119846,33.78726750066719,31.40826509887642
